Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,ID
MRPL14,NP_525048.1,"[('XP_007238576.3', 'MRPL14')]",1099
MRPL17,NP_523870.2,"[('XP_007232495.1', 'MRPL17')]",1100
MRPL19,NP_524284.1,"[('XP_007260532.2', 'MRPL19')]",1101
MRPL21,NP_649095.2,"[('XP_049321430.1', 'MRPL21'), ('XP_007260292.3', 'MRPL21')]",1102
MRPL23,NP_523889.1,"[('XP_049330667.1', 'MRPL23')]",1103
MRPL24,NP_523476.1,"[('XP_007230867.1', 'MRPL24'), ('XP_007230868.1', 'MRPL24')]",1104
MRPL28,NP_608887.1,"[('XP_007231084.1', 'MRPL28'), ('XP_015464074.1', 'MRPL28')]",1105
MRPL32,NP_524606.1,"[('XP_007242162.3', 'MRPL32'), ('XP_049320595.1', 'MRPL32')]",1106
MRPL37,NP_524306.3,"[('XP_022534327.1', 'MRPL37')]",1107
MRPL40,NP_524318.1,"[('XP_007229194.3', 'MRPL40')]",1108
MRPL41,NP_611022.2,"[('XP_007230154.1', 'MRPL41')]",1109
MRPL43,NP_523828.1,"[('XP_007259256.2', 'MRPL43')]",1110
MRPL45,NP_651072.1,"[('XP_007240208.3', 'MRPL45')]",1111
MRPL46,NP_647661.1,"[('XP_007246212.2', 'MRPL46')]",1112
MRPL49,NP_572839.1,"[('XP_007235479.1', 'MRPL49')]",1113
MRPL51,NP_609239.1,"[('XP_049336253.1', 'MRPL51')]",1114
MRPL52,NP_610313.1,"[('XP_022534225.1', 'MRPL52')]",1115
MRPL55,NP_650780.1,"[('XP_007235346.1', 'MRPL55')]",1116
MRPS11,NP_524382.1,"[('XP_007246213.1', 'MRPS11')]",1117
MRPS14,NP_728245.1,"[('XP_022533472.2', 'MRPS14')]",1118
MRPS16,NP_523737.1,"[('XP_022537990.1', 'MRPS16')]",1119
MRPS18B,NP_523606.1,"[('XP_007249459.3', 'MRPS18B')]",1120
MRPS2,NP_523473.2,"[('XP_022532182.2', 'MRPS2')]",1121
MRPS29,NP_523811.1,"[('XP_049336576.1', 'DAP3')]",1122
MRPS33,NP_524380.1,"[('XP_007259824.1', 'MRPS33')]",1123
MRPS35,NP_523893.1,"[('XP_007231641.4', 'MRPS35'), ('XP_015456322.3', 'MRPS35')]",1124
MRPS5,NP_001036652.1,"[('XP_022528357.2', 'MRPS5'), ('XP_022528356.2', 'MRPS5')]",1125
MRPS9,NP_524270.2,"[('XP_007238071.2', 'MRPS9')]",1126
MSK,NP_524780.1,"[('XP_049321341.1', 'IPO7')]",1127
MSN,NP_001261332.1,"[('XP_049341340.1', 'MAP4K4'), ('XP_015456624.1', 'TNIKB'), ('XP_022534305.1', 'MINK1'), ('XP_049318989.1', 'TNIKB'), ('XP_049341339.1', 'MAP4K4'), ('XP_022534311.1', 'MINK1'), ('XP_049331067.1', 'MINK1'), ('XP_049341338.1', 'MAP4K4'), ('XP_022534295.1', 'MINK1'), ('XP_022534299.1', 'MINK1'), ('XP_049325350.1', 'LOC103041713'), ('XP_049323329.1', 'TNIKA'), ('XP_015456623.1', 'TNIKB'), ('XP_049341337.1', 'MAP4K4'), ('XP_049318987.1', 'TNIKB'), ('XP_049318973.1', 'TNIKB'), ('XP_049323328.1', 'TNIKA'), ('XP_049325349.1', 'LOC103041713'), ('XP_049323327.1', 'TNIKA'), ('XP_049340080.1', 'SI:ZFOS-2326C3.2'), ('XP_049325348.1', 'LOC103041713'), ('XP_049341336.1', 'MAP4K4'), ('XP_022530518.2', 'LOC103041713'), ('XP_049341335.1', 'MAP4K4'), ('XP_049341342.1', 'MAP4K4')]",1128
MSPS,NP_001247129.1,"[('XP_022539591.2', 'CKAP5'), ('XP_022539588.2', 'CKAP5'), ('XP_022539589.2', 'CKAP5'), ('XP_022539590.2', 'CKAP5')]",1129
MST,NP_523435.1,"[('XP_049329515.1', 'MSTO1')]",1130
MT2,NP_001036355.1,"[('XP_022529350.1', 'TRDMT1')]",1131
MTA1-LIKE,NP_001262293.1,"[('XP_022526058.2', 'MTA3'), ('XP_022526059.2', 'MTA3'), ('XP_022526061.1', 'MTA3'), ('XP_022526060.2', 'MTA3')]",1132
MTERF3,NP_649240.1,"[('XP_007245789.3', 'MTERF3')]",1133
MTOR,NP_001260427.1,"[('XP_007248019.2', 'MTOR')]",1134
MTS,NP_476805.1,"[('XP_007255313.3', 'PPP2CB'), ('XP_007241402.1', 'PPP2CAB'), ('XP_049331206.1', 'PPP2CAA')]",1135
MTSSB,NP_536744.2,"[('XP_007237833.1', 'SSBP1')]",1136
MUS301,NP_648178.1,"[('XP_022522258.2', 'HELQ')]",1137
MVL,NP_001262795.1,"[('XP_022538345.2', 'SLC11A2'), ('XP_007248455.3', 'SLC11A2'), ('XP_007248454.3', 'SLC11A2'), ('XP_022538344.2', 'SLC11A2')]",1138
MYB,NP_511170.1,"[('XP_022538053.2', 'MYBL2B')]",1139
MYO10A,NP_001036269.2,"[('XP_049331453.1', 'MYO15AA'), ('XP_049331452.1', 'MYO15AA'), ('XP_049331451.1', 'MYO15AA'), ('XP_022539080.2', 'MYO15AA'), ('XP_049325433.1', 'MYO15AB')]",1140
MYO31DF,NP_523538.1,"[('XP_007259235.1', 'MYO1D')]",1141
MYO61F,NP_476934.2,"[('XP_007260947.3', 'MYO1CB'), ('XP_007260948.3', 'MYO1CB'), ('XP_007260949.3', 'MYO1CB'), ('XP_022523543.2', 'MYO1HB'), ('XP_022536420.2', 'MYO1CA'), ('XP_022536423.2', 'MYO1CA')]",1142
MYS,NP_524793.2,"[('XP_022535038.2', 'LOC103030260'), ('XP_022535037.2', 'LOC103030260')]",1143
MYS45A,NP_610455.1,"[('XP_049322514.1', 'SDAD1')]",1144
NAB,NP_001014557.3,"[('XP_049340866.1', 'NAB1B'), ('XP_049340865.1', 'NAB1B'), ('XP_007253296.3', 'NAB1B'), ('XP_022521145.2', 'NAB1A'), ('XP_022521143.2', 'NAB1A'), ('XP_022521144.2', 'NAB1A')]",1145
NAP1,NP_477128.1,"[('XP_022530007.1', 'NAP1L1'), ('XP_007239499.1', 'NAP1L1'), ('XP_007239500.1', 'NAP1L1'), ('XP_007239501.1', 'NAP1L1'), ('XP_007239502.1', 'NAP1L1'), ('XP_007244930.2', 'NAP1L4B'), ('XP_015460193.2', 'NAP1L4B'), ('XP_007244931.2', 'NAP1L4B'), ('XP_007244928.2', 'NAP1L4B'), ('XP_049327131.1', 'NAP1L4B'), ('XP_007228130.3', 'NAP1L4A'), ('XP_007228129.3', 'NAP1L4A')]",1146
NAT1,NP_001033943.2,"[('XP_007249319.3', 'EIF4G2B')]",1147
NCA,NP_788543.1,"[('XP_007250511.1', 'NCALDA'), ('XP_007250512.1', 'NCALDA'), ('XP_049336311.1', 'NCALDA'), ('XP_007249388.1', 'HPCA'), ('XP_022538903.1', 'HPCA'), ('XP_022528852.1', 'LOC103025948'), ('XP_049319527.1', 'LOC103025948'), ('XP_007254734.1', 'NCALDB'), ('XP_007254735.1', 'NCALDB'), ('XP_022541969.1', 'HPCAL1'), ('XP_049339056.1', 'HPCAL1')]",1148
NCC69,NP_648572.1,"[('XP_007260832.3', 'LOC103037139'), ('XP_007252502.3', 'SLC12A2'), ('XP_007252503.3', 'SLC12A2'), ('XP_022542740.2', 'SLC12A1')]",1149
NCKX30C,NP_001260296.1,"[('XP_049328411.1', 'LOC103026719'), ('XP_049328409.1', 'LOC103026719'), ('XP_049328410.1', 'LOC103026719'), ('XP_015458677.1', 'SLC24A2'), ('XP_049328408.1', 'LOC103026719'), ('XP_049328407.1', 'LOC103026719'), ('XP_015461275.2', 'SLC24A1'), ('XP_022535385.1', 'SLC24A1')]",1150
NDG,NP_610575.1,"[('XP_022518041.2', 'NID2B'), ('XP_022518044.2', 'NID2B')]",1151
NEDD4,NP_001261990.1,"[('XP_007251925.3', 'NEDD4A'), ('XP_049322018.1', 'NEDD4L'), ('XP_022532262.2', 'NEDD4L'), ('XP_049322017.1', 'NEDD4L')]",1152
NEP3,NP_523417.2,"[('XP_007236817.2', 'ECE2B'), ('XP_007236816.2', 'ECE2B'), ('XP_007236815.2', 'ECE2B'), ('XP_049323279.1', 'ECE2B'), ('XP_007236814.2', 'ECE2B'), ('XP_049327772.1', 'ECE1'), ('XP_049327771.1', 'ECE1')]",1153
NERO,NP_651887.1,"[('XP_007245840.3', 'DOHH'), ('XP_015460402.3', 'DOHH'), ('XP_049342147.1', 'DOHH')]",1154
NETA,NP_511154.3,"[('XP_022520832.1', 'NTN1B'), ('XP_007257248.2', 'NTN1A')]",1155
NETB,NP_511155.1,"[('XP_007257248.2', 'NTN1A'), ('XP_022520832.1', 'NTN1B')]",1156
NEUR,NP_731309.1,"[('XP_049325969.1', 'NEURL1AA'), ('XP_049325968.1', 'NEURL1AA'), ('XP_022539411.2', 'NEURL1B'), ('XP_022539410.2', 'NEURL1B')]",1157
NF1,NP_733131.2,"[('XP_022522936.1', 'NF1A'), ('XP_022522707.1', 'NF1A'), ('XP_022536698.2', 'NF1B'), ('XP_022522643.1', 'NF1A'), ('XP_022522888.1', 'NF1A'), ('XP_022522593.1', 'NF1A'), ('XP_022522760.1', 'NF1A'), ('XP_022522816.1', 'NF1A')]",1158
NHA1,NP_723224.2,"[('XP_007239193.1', 'LOC103038743')]",1159
NHE2,NP_001260660.1,"[('XP_007247015.2', 'SLC9A5')]",1160
NHE3,NP_001097105.3,"[('XP_049339961.1', 'SLC9A6A'), ('XP_022531526.2', 'SLC9A7')]",1161
NHP2,NP_651965.1,"[('XP_007254184.3', 'NHP2')]",1162
NINAC,NP_523503.2,"[('XP_049336205.1', 'MYO3A')]",1163
NIPP1,NP_611177.1,"[('XP_007238737.2', 'PPP1R8A'), ('XP_015461370.1', 'PPP1R8B')]",1164
NIPPED-A,NP_001097192.2,"[('XP_049320386.1', 'LOC103032461'), ('XP_049320387.1', 'LOC103032461'), ('XP_022520517.2', 'LOC103032461'), ('XP_049320388.1', 'LOC103032461'), ('XP_049320389.1', 'LOC103032461'), ('XP_015461807.3', 'LOC103032461')]",1165
NIPPED-B,NP_001260703.1,"[('XP_007244855.3', 'NIPBLB'), ('XP_007244853.3', 'NIPBLB'), ('XP_007244854.3', 'NIPBLB'), ('XP_007244851.3', 'NIPBLB'), ('XP_007244852.3', 'NIPBLB'), ('XP_049326311.1', 'NIPBLA'), ('XP_022520623.2', 'NIPBLA'), ('XP_049326306.1', 'NIPBLA'), ('XP_049326307.1', 'NIPBLA'), ('XP_049326308.1', 'NIPBLA'), ('XP_049326309.1', 'NIPBLA'), ('XP_049326310.1', 'NIPBLA')]",1166
NITO,NP_610339.1,"[('XP_015456694.3', 'RBM15')]",1167
NLE,NP_477294.2,"[('XP_007241553.2', 'NLE1')]",1168
NMD,NP_609373.1,"[('XP_049326557.1', 'ATAD1A'), ('XP_007251222.1', 'ATAD1B'), ('XP_015461816.1', 'ATAD1B')]",1169
NMD3,NP_477332.1,"[('XP_015463643.3', 'NMD3'), ('XP_049334700.1', 'NMD3'), ('XP_007258462.3', 'NMD3')]",1170
NMDAR1,NP_730940.1,"[('XP_022523350.1', 'GRIN1B'), ('XP_022532371.1', 'GRIN1A'), ('XP_049322284.1', 'GRIN1A'), ('XP_022532363.1', 'GRIN1A'), ('XP_049322288.1', 'GRIN1A'), ('XP_049322291.1', 'GRIN1A'), ('XP_049322290.1', 'GRIN1A'), ('XP_007230550.1', 'GRIN1B'), ('XP_049322287.1', 'GRIN1A'), ('XP_022532370.1', 'GRIN1A'), ('XP_049322289.1', 'GRIN1A'), ('XP_049326656.1', 'GRIN1B'), ('XP_049322286.1', 'GRIN1A'), ('XP_049322283.1', 'GRIN1A'), ('XP_049322285.1', 'GRIN1A'), ('XP_049322281.1', 'GRIN1A'), ('XP_049322280.1', 'GRIN1A'), ('XP_022532360.1', 'GRIN1A'), ('XP_007230552.1', 'GRIN1B')]",1171
NMDAR2,NP_001284788.1,"[('XP_049325699.1', 'GRIN2BB'), ('XP_007260325.3', 'GRIN2AB'), ('XP_022531677.1', 'GRIN2AA'), ('XP_022529456.2', 'GRIN2CA'), ('XP_007259425.2', 'GRIN2CB'), ('XP_049320955.1', 'GRIN2CB')]",1172
NMDMC,NP_476929.1,"[('XP_022522150.1', 'MTHFD2')]",1173
NMO,NP_001356976.1,"[('XP_007237237.2', 'NLK2')]",1174
NOA36,NP_651622.2,"[('XP_007253761.2', 'ZNF330')]",1175
NOC,NP_476917.1,"[('XP_007240356.2', 'ZNF503')]",1176
NOMPC,NP_001303309.1,"[('XP_049331691.1', 'TRPN1')]",1177
NOP56,NP_651040.3,"[('XP_007246079.3', 'NOP56')]",1178
NORPA,NP_001014720.1,"[('XP_007232878.3', 'LOC103022380'), ('XP_007232881.3', 'LOC103022380'), ('XP_007257500.3', 'LOC103033015'), ('XP_022528775.2', 'LOC103033015'), ('XP_022528777.2', 'LOC103033015'), ('XP_022528776.2', 'LOC103033015')]",1179
NOS,NP_523541.2,"[('XP_022523017.2', 'NOS1')]",1180
NOT,NP_001401041.1,"[('XP_022525048.1', 'USP22'), ('XP_022525047.1', 'USP22'), ('XP_049323599.1', 'LOC103037145')]",1181
NOT1,NP_001097243.1,"[('XP_049339752.1', 'CNOT1'), ('XP_015457163.1', 'CNOT1'), ('XP_049339750.1', 'CNOT1'), ('XP_049339751.1', 'CNOT1')]",1182
NOX,NP_001097336.1,"[('XP_049330373.1', 'NOX5')]",1183
NP15.6,NP_650774.1,"[('XP_007237038.3', 'NDUFB11')]",1184
NRG,NP_727274.1,"[('XP_049330475.1', 'LOC103024007'), ('XP_049330476.1', 'LOC103024007'), ('XP_049330474.1', 'LOC103024007'), ('XP_049330214.1', 'NRCAMA'), ('XP_049330215.1', 'NRCAMA'), ('XP_049330473.1', 'LOC103024007'), ('XP_049330471.1', 'LOC103024007'), ('XP_049330469.1', 'LOC103024007'), ('XP_049330213.1', 'NRCAMA'), ('XP_049330472.1', 'LOC103024007'), ('XP_049330212.1', 'NRCAMA'), ('XP_049330211.1', 'NRCAMA'), ('XP_049330210.1', 'NRCAMA'), ('XP_049330467.1', 'LOC103024007'), ('XP_022528056.2', 'LOC103024007'), ('XP_049330470.1', 'LOC103024007'), ('XP_049330208.1', 'NRCAMA'), ('XP_049330207.1', 'NRCAMA'), ('XP_049330466.1', 'LOC103024007'), ('XP_049330209.1', 'NRCAMA'), ('XP_049330468.1', 'LOC103024007'), ('XP_049330206.1', 'NRCAMA'), ('XP_022527119.2', 'NRCAMA'), ('XP_049330203.1', 'NRCAMA'), ('XP_049330204.1', 'NRCAMA')]",1185
NRT,NP_476798.1,"[('XP_022521714.2', 'SI:CH211-71N6.4')]",1186
NRV1,NP_477167.1,"[('XP_049332723.1', 'ATP1B3A'), ('XP_022531200.2', 'ATP1B3B'), ('XP_022533338.1', 'ATP1B2A')]",1187
NRV3,NP_001260675.1,"[('XP_007241952.1', 'ATP1B1B')]",1188
NRX-1,NP_001262840.1,"[('XP_049320502.1', 'NRXN1A'), ('XP_049320501.1', 'NRXN1A'), ('XP_049320498.1', 'NRXN1A'), ('XP_049320495.1', 'NRXN1A'), ('XP_049320195.1', 'NRXN3A'), ('XP_049320500.1', 'NRXN1A'), ('XP_049320496.1', 'NRXN1A'), ('XP_049320189.1', 'NRXN3A'), ('XP_049320503.1', 'NRXN1A'), ('XP_049320493.1', 'NRXN1A'), ('XP_049320499.1', 'NRXN1A'), ('XP_049328509.1', 'LOC103042950'), ('XP_049320494.1', 'NRXN1A'), ('XP_049336137.1', 'NRXN3B'), ('XP_022537569.2', 'LOC103042950'), ('XP_022537568.2', 'LOC103042950'), ('XP_049328505.1', 'LOC103042950'), ('XP_022537564.2', 'LOC103042950'), ('XP_022521488.1', 'NRXN3B'), ('XP_049320492.1', 'NRXN1A'), ('XP_049320491.1', 'NRXN1A'), ('XP_049320188.1', 'NRXN3A'), ('XP_049320187.1', 'NRXN3A'), ('XP_049328510.1', 'LOC103042950'), ('XP_049328503.1', 'LOC103042950')]",1189
NRX-IV,NP_729787.2,"[('XP_022539171.2', 'CNTNAP2A'), ('XP_049341674.1', 'CNTNAP2A'), ('XP_022534433.2', 'CNTNAP2B')]",1190
NS1,NP_732199.2,"[('XP_007237584.2', 'GNL3L')]",1191
NS3,NP_569915.1,"[('XP_049321715.1', 'LSG1')]",1192
NTF-2,NP_608422.1,"[('XP_007256282.1', 'NUTF2'), ('XP_022535431.1', 'NUTF2'), ('XP_007229262.1', 'NUTF2L'), ('XP_007229263.1', 'NUTF2L')]",1193
NTF-2R,NP_609878.1,"[('XP_007256282.1', 'NUTF2'), ('XP_022535431.1', 'NUTF2'), ('XP_049339184.1', 'NUTF2')]",1194
NUCB1,NP_649008.2,"[('XP_049321379.1', 'NUCB2A')]",1195
NUDC,NP_648923.1,"[('XP_015462327.1', 'NUDC')]",1196
NUP133,NP_651080.2,"[('XP_022530251.2', 'NUP133')]",1197
NUP44A,NP_610343.1,"[('XP_007254738.2', 'SEH1L'), ('XP_015462725.3', 'SEH1L')]",1198
NUP54,NP_610783.1,"[('XP_022532406.1', 'NUP54'), ('XP_007252808.1', 'NUP54'), ('XP_007252807.1', 'NUP54'), ('XP_007252806.1', 'NUP54'), ('XP_049322317.1', 'NUP54'), ('XP_049322316.1', 'NUP54')]",1199
NUP75,NP_611300.2,"[('XP_022538629.2', 'NUP85'), ('XP_049332074.1', 'NUP85')]",1200
NURF-38,NP_523849.3,"[('XP_007250192.1', 'PPA1A'), ('XP_007249569.3', 'PPA1B'), ('XP_022541992.2', 'PPA2')]",1201
NVD,NP_001097670.1,"[('XP_022532357.1', 'ZGC:92275')]",1202
NVY,NP_001261166.1,"[('XP_022538895.2', 'RUNX1T1'), ('XP_049331305.1', 'RUNX1T1'), ('XP_049331307.1', 'RUNX1T1'), ('XP_049331306.1', 'RUNX1T1'), ('XP_049331304.1', 'RUNX1T1'), ('XP_022531340.2', 'CBFA2T2'), ('XP_049327001.1', 'CBFA2T3'), ('XP_049335483.1', 'CBFA2T2'), ('XP_049335484.1', 'CBFA2T2'), ('XP_049335485.1', 'CBFA2T2'), ('XP_049335482.1', 'CBFA2T2'), ('XP_049327000.1', 'CBFA2T3')]",1203
NWK,NP_001286994.1,"[('XP_049339283.1', 'LOC103036410'), ('XP_049339281.1', 'LOC103036410')]",1204
OAF,NP_787963.2,"[('XP_007229451.2', 'OAFA'), ('XP_007245310.2', 'OAFB')]",1205
OAT,NP_649139.1,"[('XP_007239051.3', 'OAT')]",1206
OATP26F,NP_609055.2,"[('XP_022533066.2', 'SLCO4A1'), ('XP_022533067.2', 'SLCO4A1')]",1207
OATP30B,NP_723463.1,"[('XP_007253613.3', 'LOC103042093'), ('XP_007237702.3', 'SLCO5A1A')]",1208
OCTBETA2R,NP_001163596.2,"[('XP_049328278.1', 'LOC103027537'), ('XP_022521447.1', 'HRH2A'), ('XP_022521446.1', 'HRH2A'), ('XP_007259320.3', 'ADRB1'), ('XP_007232946.3', 'ADRB2A'), ('XP_007260201.1', 'ADRB3A')]",1209
OCTBETA3R,NP_001034043.2,"[('XP_022539782.1', 'HTR4'), ('XP_022539781.1', 'HTR4'), ('XP_022539780.1', 'HTR4'), ('XP_007259320.3', 'ADRB1'), ('XP_049322338.1', 'SI:DKEY-247M21.3')]",1210
ODC1,NP_477052.2,"[('XP_007257380.3', 'ODC1')]",1211
OME,NP_001137955.1,"[('XP_049327079.1', 'DPP4'), ('XP_007230471.3', 'FAP')]",1212
ORC2,NP_731873.1,"[('XP_049321911.1', 'ORC2')]",1213
ORC5,NP_477132.1,"[('XP_007232770.3', 'ORC5')]",1214
OSA,NP_001262680.1,"[('XP_022528926.2', 'LOC103041141'), ('XP_022528925.2', 'LOC103041141'), ('XP_049340563.1', 'ARID1B')]",1215
OSBP,NP_477271.1,"[('XP_049328227.1', 'LOC103044970'), ('XP_049328228.1', 'LOC103044970'), ('XP_049326246.1', 'LOC103025367'), ('XP_049328226.1', 'LOC103044970'), ('XP_022536881.2', 'LOC103042173')]",1216
OSCILLIN,NP_001245895.1,"[('XP_007247528.3', 'GNPDA2'), ('XP_007258637.1', 'GNPDA1')]",1217
OSEG1,NP_648221.3,"[('XP_022526473.2', 'IFT122'), ('XP_022526472.2', 'IFT122')]",1218
OSEG4,NP_647653.1,"[('XP_007247597.3', 'WDR35')]",1219
OST48,NP_511096.2,"[('XP_007246315.3', 'DDOST')]",1220
OTK,NP_523705.2,"[('XP_049321632.1', 'PTK7A'), ('XP_022540357.2', 'PTK7B')]",1221
OXT,NP_647705.1,"[('XP_022531815.2', 'XYLT1'), ('XP_022520710.2', 'XYLT2')]",1222
OYS,NP_610546.1,"[('XP_007235305.1', 'MBOAT2B'), ('XP_022528558.2', 'MBOAT2A')]",1223
P120CTN,NP_001036444.1,"[('XP_049326412.1', 'ARVCFB'), ('XP_049326411.1', 'ARVCFB'), ('XP_049326410.1', 'ARVCFB'), ('XP_049326409.1', 'ARVCFB'), ('XP_049326407.1', 'ARVCFB'), ('XP_049326408.1', 'ARVCFB'), ('XP_049326406.1', 'ARVCFB'), ('XP_049326404.1', 'ARVCFB'), ('XP_049326402.1', 'ARVCFB'), ('XP_049326400.1', 'ARVCFB'), ('XP_049326403.1', 'ARVCFB')]",1224
P130CAS,NP_001097456.2,"[('XP_022521032.2', 'NEDD9'), ('XP_049331509.1', 'NEDD9')]",1225
P24-1,NP_572754.1,"[('XP_007260848.1', 'TMED7')]",1226
P38B,NP_477361.1,"[('XP_007247791.1', 'MAPK14B'), ('XP_007247790.1', 'MAPK14B'), ('XP_007231982.2', 'MAPK14A'), ('XP_007231983.2', 'MAPK14A')]",1227
P58IPK,NP_649916.1,"[('XP_007248100.3', 'DNAJC3B')]",1228
PABP,NP_476667.1,"[('XP_049319518.1', 'PABPC4'), ('XP_049319519.1', 'PABPC4'), ('XP_007230879.2', 'PABPC1B'), ('XP_049321132.1', 'LOC103030422'), ('XP_049329981.1', 'LOC125797557')]",1229
PABP2,NP_476902.1,"[('XP_049341422.1', 'PABPN1'), ('XP_022539627.2', 'PABPN1')]",1230
PAN,NP_726522.1,"[('XP_022524660.1', 'TCF7L2'), ('XP_049320290.1', 'TCF7L2'), ('XP_022524658.1', 'TCF7L2'), ('XP_007259285.1', 'TCF7L2'), ('XP_007259286.1', 'TCF7L2'), ('XP_007259283.1', 'TCF7L2'), ('XP_007259281.1', 'TCF7L2'), ('XP_007259282.1', 'TCF7L2')]",1231
PAPSS,NP_730457.1,"[('XP_007251221.3', 'PAPSS2B'), ('XP_007234368.3', 'PAPSS1'), ('XP_007244647.3', 'PAPSS2A')]",1232
PAR-1,NP_995894.2,"[('XP_022519870.2', 'MARK3B'), ('XP_049337986.1', 'MARK3B'), ('XP_022519885.2', 'MARK3B'), ('XP_022519845.2', 'MARK3B'), ('XP_022519864.2', 'MARK3B'), ('XP_022519852.2', 'MARK3B'), ('XP_022519858.2', 'MARK3B'), ('XP_022519840.2', 'MARK3B'), ('XP_022525181.2', 'MARK1'), ('XP_022540551.2', 'MARK3A'), ('XP_022540550.2', 'MARK3A'), ('XP_022519878.2', 'MARK3B'), ('XP_022525180.2', 'MARK1'), ('XP_049337751.1', 'MARK3A'), ('XP_022519833.2', 'MARK3B'), ('XP_022519836.2', 'MARK3B'), ('XP_022519816.2', 'MARK3B'), ('XP_022525179.2', 'MARK1'), ('XP_022519825.2', 'MARK3B'), ('XP_022519823.2', 'MARK3B'), ('XP_049328620.1', 'LOC103025141'), ('XP_022519831.2', 'MARK3B'), ('XP_022519809.2', 'MARK3B')]",1233
PARA,NP_001259619.1,"[('XP_049318980.1', 'SCN8AA'), ('XP_049318982.1', 'SCN8AA'), ('XP_049318981.1', 'SCN8AA'), ('XP_049318983.1', 'SCN8AA'), ('XP_049318985.1', 'SCN8AA'), ('XP_049335099.1', 'SCN1LAB'), ('XP_049335100.1', 'SCN1LAB'), ('XP_049335098.1', 'SCN1LAB'), ('XP_049335101.1', 'SCN1LAB'), ('XP_015461200.3', 'SCN1LAB'), ('XP_049335061.1', 'SCN8AB'), ('XP_049335063.1', 'SCN8AB'), ('XP_049335062.1', 'SCN8AB'), ('XP_049335064.1', 'SCN8AB'), ('XP_049335065.1', 'SCN8AB'), ('XP_049334791.1', 'SCN12AA'), ('XP_049336016.1', 'SCN5LAB'), ('XP_049334790.1', 'SCN12AA'), ('XP_049335066.1', 'SCN8AB'), ('XP_049335068.1', 'SCN8AB'), ('XP_049335067.1', 'SCN8AB'), ('XP_049340858.1', 'SCN1LAA')]",1234
PAST1,NP_731737.1,"[('XP_007241259.1', 'EHD3'), ('XP_007246435.2', 'EHD1A'), ('XP_022536784.1', 'EHD1B'), ('XP_022528326.2', 'EHD4'), ('XP_022528327.2', 'EHD4')]",1235
PAT1,NP_572328.1,"[('XP_007246011.1', 'APPBP2')]",1236
PAV,NP_477025.1,"[('XP_022535407.1', 'KIF23'), ('XP_022535406.1', 'KIF23'), ('XP_022535405.1', 'KIF23')]",1237
PAX,NP_724183.1,"[('XP_022526286.1', 'PXNB'), ('XP_022526287.1', 'PXNB')]",1238
PBL,NP_729306.1,"[('XP_022525291.2', 'ECT2'), ('XP_022525290.2', 'ECT2'), ('XP_022525287.2', 'ECT2')]",1239
PCM,NP_523408.2,"[('XP_049332694.1', 'XRN1'), ('XP_049332693.1', 'XRN1')]",1240
PCS,NP_611010.4,"[('XP_007238865.3', 'SH3BP5LA')]",1241
PCX,NP_001259183.2,"[('XP_022540749.2', 'PCNX1'), ('XP_022540750.2', 'PCNX1'), ('XP_022540751.2', 'PCNX1'), ('XP_049337023.1', 'PCNX1'), ('XP_049337024.1', 'PCNX1')]",1242
PDCD-5,NP_648848.1,"[('XP_015459938.1', 'PDCD5')]",1243
PDE11,NP_001097177.1,"[('XP_049338683.1', 'PDE5AB'), ('XP_049338682.1', 'PDE5AB'), ('XP_022536051.1', 'PDE11A'), ('XP_049338685.1', 'PDE5AB'), ('XP_049338684.1', 'PDE5AB'), ('XP_007233503.2', 'PDE11AL')]",1244
PDE1C,NP_001245994.1,"[('XP_022529346.2', 'PDE1CA'), ('XP_022529344.2', 'PDE1CA'), ('XP_022529345.2', 'PDE1CA'), ('XP_049336084.1', 'PDE1CA'), ('XP_049336085.1', 'PDE1CA'), ('XP_049332532.1', 'PDE1CB'), ('XP_049332534.1', 'PDE1CB'), ('XP_049332528.1', 'PDE1CB')]",1245
PDE6,NP_001262566.1,"[('XP_022536051.1', 'PDE11A')]",1246
PDI,NP_524079.1,"[('XP_007234484.1', 'P4HB')]",1247
PDK,NP_001097240.1,"[('XP_007259234.1', 'PDK2A'), ('XP_007259880.1', 'PDK4'), ('XP_007259625.3', 'PDK3B'), ('XP_007253583.3', 'PDK1'), ('XP_022522374.2', 'LOC103035067'), ('XP_007252354.1', 'PDK3A')]",1248
PDP1,NP_729297.1,"[('XP_022538640.1', 'HLFA')]",1249
PDS5,NP_610719.1,"[('XP_049322928.1', 'PDS5B'), ('XP_049322929.1', 'PDS5B'), ('XP_022524520.2', 'PDS5B'), ('XP_007230283.3', 'PDS5A'), ('XP_022537726.2', 'PDS5A'), ('XP_022537727.2', 'PDS5A'), ('XP_022537728.2', 'PDS5A')]",1250
PECT,NP_723789.2,"[('XP_022521076.1', 'PCYT2'), ('XP_049324096.1', 'LOC103030423')]",1251
PEK,NP_649538.1,"[('XP_022540654.2', 'EIF2AK3'), ('XP_049337463.1', 'EIF2AK3')]",1252
PELO,NP_476982.1,"[('XP_022525102.2', 'PELO')]",1253
PEN-2,NP_788401.2,"[('XP_007239464.1', 'PSENEN')]",1254
PEX1,NP_652016.1,"[('XP_007259851.3', 'PEX1')]",1255
PEZ,NP_609013.1,"[('XP_049319812.1', 'PTPN21'), ('XP_049319811.1', 'PTPN21')]",1256
