,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Dmel,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
2713,ERF1,NP_001262105.1,Astyanax_pachon,KAG9263144.1,ETF1,Drosophila_melanogaster,NP_001262105.1,ERF1,8.379999999999999e-205,711.0,5.69e-205,711.0
2714,ERF1,NP_001262105.1,Astyanax_pachon,KAG9281189.1,ETF1,Drosophila_melanogaster,NP_001262105.1,ERF1,2.68e-203,706.0,1.82e-203,706.0
2715,ERGIC53,NP_524776.1,Astyanax_pachon,KAG9266281.1,LMAN1,Drosophila_melanogaster,NP_524776.1,ERGIC53,8.23e-95,346.0,4.8999999999999993e-95,346.0
2716,ERM,NP_001259891.2,,,,,,,,,,
2717,ERP60,NP_725084.2,Astyanax_pachon,KAG9272441.1,PDIA3,Drosophila_melanogaster,NP_725084.2,ERP60,2.16e-127,454.0,1.44e-127,454.0
2718,ERR,NP_648183.3,Astyanax_pachon,KAG9265849.1,ESRRG,Drosophila_melanogaster,NP_648183.3,ERR,1.17e-72,272.0,8.960000000000001e-73,272.0
2719,ERR,NP_648183.3,Astyanax_pachon,KAG9268335.1,ESRRG,Drosophila_melanogaster,NP_648183.3,ERR,8.73e-71,266.0,5.73e-71,266.0
2720,ERR,NP_648183.3,Astyanax_pachon,KAG9268797.1,ESRRG,Drosophila_melanogaster,NP_648183.3,ERR,5.17e-72,270.0,3.58e-72,270.0
2721,ERR,NP_648183.3,Astyanax_pachon,KAG9282353.1,ESRRG,Drosophila_melanogaster,NP_648183.3,ERR,7.52e-74,276.0,5.6e-74,276.0
2722,ESC,NP_477431.1,,,,,,,,,,
2723,ESG,NP_476600.1,,,,,,,,,,
2724,ESN,NP_001260760.1,,,,,,,,,,
2725,ESP,NP_524490.2,,,,,,,,,,
2726,ESYT2,NP_733011.2,Astyanax_pachon,KAG9274714.1,ESYT2-A,Drosophila_melanogaster,NP_733011.2,ESYT2,5.24e-113,407.0,3.52e-113,407.0
2727,ETHR,NP_996255.1,,,,,,,,,,
2728,ETL1,NP_609320.2,Astyanax_pachon,KAG9263332.1,SMARCAD1B,Drosophila_melanogaster,NP_609320.2,ETL1,3.6e-142,504.0,2.21e-142,504.0
2729,ETL1,NP_609320.2,Astyanax_pachon,KAG9270690.1,SMARCAD1A,Drosophila_melanogaster,NP_609320.2,ETL1,9.979999999999999e-140,496.0,5.65e-140,496.0
2730,ETS21C,NP_523445.1,Astyanax_pachon,KAG9259536.1,KAG9259536.1,Drosophila_melanogaster,NP_523445.1,ETS21C,5.75e-51,200.0,4.05e-51,200.0
2731,ETS21C,NP_523445.1,Astyanax_pachon,KAG9283868.1,KAG9283868.1,Drosophila_melanogaster,NP_523445.1,ETS21C,5.75e-51,200.0,4.05e-51,200.0
2732,ETS65A,NP_001303373.1,,,,,,,,,,
2733,ETS96B,NP_651286.3,,,,,,,,,,
2734,ETS97D,NP_001263000.1,Astyanax_pachon,KAG9271118.1,GABPA,Drosophila_melanogaster,NP_001263000.1,ETS97D,2.56e-66,251.0,1.83e-66,251.0
2735,ETS98B,NP_524535.2,Astyanax_pachon,KAG9276913.1,SPDEF,Drosophila_melanogaster,NP_524535.2,ETS98B,2.89e-43,174.0,2.97e-43,174.0
2736,EWG,NP_001014708.1,Astyanax_pachon,KAG9280525.1,NRF1,Drosophila_melanogaster,NP_001014708.1,EWG,4.22e-86,317.0,2.97e-86,317.0
2737,EX,NP_476840.2,,,,,,,,,,
2738,EXD,NP_523360.1,Astyanax_pachon,KAG9270283.1,PBX3,Drosophila_melanogaster,NP_523360.1,EXD,8.04e-127,452.0,4.43e-127,452.0
2739,EXD,NP_523360.1,Astyanax_pachon,KAG9277841.1,PBX1,Drosophila_melanogaster,NP_523360.1,EXD,1.4999999999999998e-126,451.0,8.86e-127,451.0
2740,EXD,NP_523360.1,Astyanax_pachon,KAG9278851.1,PBX1,Drosophila_melanogaster,NP_523360.1,EXD,1.46e-129,461.0,8.66e-130,461.0
2741,EXEX,NP_648164.1,,,,,,,,,,
2742,EXN,NP_001189123.1,,,,,,,,,,
2743,EXO84,NP_651454.1,Astyanax_pachon,KAG9282381.1,EXOC8,Drosophila_melanogaster,NP_651454.1,EXO84,2.41e-67,255.0,1.5899999999999998e-67,255.0
2744,EY,NP_001014693.1,,,,,,,,,,
2745,EYA,NP_523492.1,,,,,,,,,,
2746,EYG,NP_524042.2,,,,,,,,,,
2747,EYS,NP_001259924.2,,,,,,,,,,
2748,FAF,NP_524612.2,Astyanax_pachon,KAG9271101.1,USP9X,Drosophila_melanogaster,NP_524612.2,FAF,0.0,2226.0,0.0,2226.0
2749,FAF,NP_524612.2,Astyanax_pachon,KAG9277886.1,USP9X,Drosophila_melanogaster,NP_524612.2,FAF,0.0,2227.0,0.0,2227.0
2750,FAS1,NP_001138066.1,,,,,,,,,,
2751,FAS2,NP_001259235.1,Astyanax_pachon,KAG9262164.1,NCAM2,Drosophila_melanogaster,NP_001259235.1,FAS2,8.94e-66,250.0,6.390000000000001e-66,250.0
2752,FAS2,NP_001259235.1,Astyanax_pachon,KAG9265406.1,NCAM1,Drosophila_melanogaster,NP_001259235.1,FAS2,9.5e-65,247.0,5.12e-65,247.0
2753,FAS2,NP_001259235.1,Astyanax_pachon,KAG9265633.1,NCAM1,Drosophila_melanogaster,NP_001259235.1,FAS2,4.52e-65,248.0,2.56e-65,248.0
2754,FAS3,NP_001286038.1,,,,,,,,,,
2755,FAT-SPONDIN,NP_477435.1,Astyanax_pachon,KAG9271984.1,SPON1,Drosophila_melanogaster,NP_477435.1,FAT-SPONDIN,8.430000000000001e-100,363.0,5.57e-100,363.0
2756,FAU,NP_731505.1,,,,,,,,,,
2757,FAX,NP_001014587.1,Astyanax_pachon,KAG9280552.1,KAG9280552.1,Drosophila_melanogaster,NP_001014587.1,FAX,3.8199999999999997e-25,114.0,2.74e-25,114.0
2758,FBL,NP_597678.1,Astyanax_pachon,KAG9267713.1,PANK1,Drosophila_melanogaster,NP_597678.1,FBL,3.79e-133,473.0,2.3400000000000003e-133,473.0
2759,FBL,NP_597678.1,Astyanax_pachon,KAG9268395.1,PANK1,Drosophila_melanogaster,NP_597678.1,FBL,4.71e-134,476.0,2.9299999999999996e-134,476.0
2760,FBL,NP_597678.1,Astyanax_pachon,KAG9275211.1,PANK2,Drosophila_melanogaster,NP_597678.1,FBL,3.6600000000000005e-133,473.0,2.3400000000000003e-133,473.0
2761,FBL6,NP_610665.2,Astyanax_pachon,KAG9278926.1,FBXL6,Drosophila_melanogaster,NP_610665.2,FBL6,9.45e-49,193.0,7.86e-49,193.0
2762,FBP1,NP_001261826.1,,,,,,,,,,
2763,FD102C,NP_651951.1,,,,,,,,,,
2764,FD59A,NP_523814.1,,,,,,,,,,
2765,FD96CA,NP_524495.1,Astyanax_pachon,KAG9270934.1,FOXD5-A,Drosophila_melanogaster,NP_524495.1,FD96CA,9.65e-36,149.0,7.14e-36,149.0
2766,FDH,NP_524310.1,Astyanax_pachon,KAG9272321.1,KAG9272321.1,Drosophila_melanogaster,NP_524310.1,FDH,1.54e-170,597.0,1e-170,597.0
2767,FDL,NP_001356962.1,Astyanax_pachon,KAG9281028.1,HEXA,Drosophila_melanogaster,NP_001356962.1,FDL,4.1299999999999995e-55,214.0,3.46e-55,214.0
2768,FEM-1,NP_611508.1,Astyanax_pachon,KAG9280840.1,KAG9280840.1,Drosophila_melanogaster,NP_611508.1,FEM-1,5.26e-74,277.0,3.96e-74,277.0
2769,FEN1,NP_523765.1,Astyanax_pachon,KAG9275814.1,FEN1,Drosophila_melanogaster,NP_523765.1,FEN1,1.3000000000000002e-129,461.0,8.86e-130,461.0
2770,FEND,NP_572528.1,,,,,,,,,,
2771,FEO,NP_572658.2,Astyanax_pachon,KAG9280723.1,PRC1,Drosophila_melanogaster,NP_572658.2,FEO,2.67e-37,155.0,2.01e-37,155.0
2772,FER1,NP_001262334.1,Astyanax_pachon,KAG9278404.1,PTF1A,Drosophila_melanogaster,NP_001262334.1,FER1,2.98e-26,117.0,2.11e-26,117.0
2773,FER2,NP_001287360.1,,,,,,,,,,
2774,FER2LCH,NP_001263106.1,,,,,,,,,,
2775,FH,NP_511094.1,,,,,,,,,,
2776,FHOS,NP_001261599.1,Astyanax_pachon,KAG9260890.1,FHOD3,Drosophila_melanogaster,NP_001261599.1,FHOS,1.1400000000000001e-194,679.0,1.38e-194,679.0
2777,FIDIPIDINE,NP_523760.1,Astyanax_pachon,KAG9271541.1,CCDC93,Drosophila_melanogaster,NP_523760.1,FIDIPIDINE,2.62e-105,381.0,1.66e-105,381.0
2778,FIE,NP_573393.1,,,,,,,,,,
2779,FIG,NP_651724.1,,,,,,,,,,
2780,FILI,NP_001369108.1,,,,,,,,,,
2781,FIM,NP_523385.1,Astyanax_pachon,KAG9273727.1,PLS1,Drosophila_melanogaster,NP_523385.1,FIM,5.630000000000001e-161,566.0,3.63e-161,566.0
2782,FIP1,NP_649476.1,,,,,,,,,,
2783,FIS1,NP_001137607.1,Astyanax_pachon,KAG9274325.1,FIS1,Drosophila_melanogaster,NP_001137607.1,FIS1,4.37e-26,116.0,2.54e-26,116.0
2784,FJ,NP_477483.1,Astyanax_pachon,KAG9281075.1,FJX1,Drosophila_melanogaster,NP_477483.1,FJ,1.94e-53,208.0,1.94e-53,208.0
2785,FKBP59,NP_524895.2,Astyanax_pachon,KAG9272976.1,FKBP4,Drosophila_melanogaster,NP_524895.2,FKBP59,1.94e-99,361.0,1.28e-99,361.0
2786,FKH,NP_001263038.1,,,,,,,,,,
2787,FL(2)D,NP_523732.2,,,,,,,,,,
2788,FLFL,NP_731849.2,Astyanax_pachon,KAG9259881.1,PPP4R3B,Drosophila_melanogaster,NP_731849.2,FLFL,5.5899999999999994e-241,832.0,4.6899999999999995e-241,832.0
2789,FLFL,NP_731849.2,Astyanax_pachon,KAG9282482.1,SMEK1,Drosophila_melanogaster,NP_731849.2,FLFL,1.16e-240,831.0,9.379999999999999e-241,831.0
2790,FLII,NP_525097.1,Astyanax_pachon,KAG9279930.1,KAG9279930.1,Drosophila_melanogaster,NP_525097.1,FLII,7.65e-290,995.0,5.14e-290,995.0
2791,FLR,NP_648642.1,Astyanax_pachon,KAG9263755.1,WDR1,Drosophila_melanogaster,NP_648642.1,FLR,5.49e-152,536.0,3.7e-152,536.0
2792,FLW,NP_001356939.1,Astyanax_pachon,KAG9259910.1,PPP1CB,Drosophila_melanogaster,NP_001356939.1,FLW,6.13e-177,618.0,4.27e-177,618.0
2793,FLW,NP_001356939.1,Astyanax_pachon,KAG9268280.1,PPP1CB,Drosophila_melanogaster,NP_001356939.1,FLW,6.13e-177,618.0,4.27e-177,618.0
2794,FLW,NP_001356939.1,Astyanax_pachon,KAG9283158.1,PPP1CB,Drosophila_melanogaster,NP_001356939.1,FLW,3.06e-177,619.0,2.14e-177,619.0
2795,FMR1,NP_001247017.1,Astyanax_pachon,KAG9266916.1,FXR1,Drosophila_melanogaster,NP_001247017.1,FMR1,4.55e-101,367.0,3.32e-101,367.0
2796,FMR1,NP_001247017.1,Astyanax_pachon,KAG9274501.1,FXR2,Drosophila_melanogaster,NP_001247017.1,FMR1,1.17e-98,359.0,8.510000000000001e-99,359.0
2797,FNE,NP_001401058.1,Astyanax_pachon,KAG9259613.1,ELAVL2,Drosophila_melanogaster,NP_001401058.1,FNE,2.72e-107,387.0,1.61e-107,387.0
2798,FNE,NP_001401058.1,Astyanax_pachon,KAG9270855.1,ELAVL4,Drosophila_melanogaster,NP_001401058.1,FNE,2.85e-110,397.0,1.58e-110,397.0
2799,FNE,NP_001401058.1,Astyanax_pachon,KAG9280105.1,ELAVL3,Drosophila_melanogaster,NP_001401058.1,FNE,5.4e-107,386.0,3.2300000000000003e-107,386.0
2800,FNG,NP_524191.1,Astyanax_pachon,KAG9267374.1,RFNG,Drosophila_melanogaster,NP_524191.1,FNG,6.409999999999999e-74,276.0,4.65e-74,276.0
2801,FOG,NP_523438.1,,,,,,,,,,
2802,FOK,NP_001260617.1,,,,,,,,,,
2803,FON,NP_724177.1,,,,,,,,,,
2804,FOR,NP_477487.1,Astyanax_pachon,KAG9267311.1,PRKG1,Drosophila_melanogaster,NP_477487.1,FOR,1.22e-241,834.0,1.3e-241,834.0
2805,FOR,NP_477487.1,Astyanax_pachon,KAG9275301.1,PRKG1,Drosophila_melanogaster,NP_477487.1,FOR,4.869999999999999e-241,832.0,5.2099999999999996e-241,832.0
2806,FORM3,NP_001097527.1,,,,,,,,,,
2807,FOXO,NP_001303426.1,Astyanax_pachon,KAG9263180.1,FOXO1B,Drosophila_melanogaster,NP_001303426.1,FOXO,1.97e-54,212.0,1.2899999999999998e-54,212.0
2808,FOXO,NP_001303426.1,Astyanax_pachon,KAG9272637.1,FOXO4,Drosophila_melanogaster,NP_001303426.1,FOXO,4.999999999999999e-52,204.0,3.2999999999999996e-52,204.0
2809,FRA,NP_523716.2,,,,,,,,,,
2810,FRAY,NP_001303449.2,Astyanax_pachon,KAG9271508.1,STK39,Drosophila_melanogaster,NP_001303449.2,FRAY,1.47e-150,531.0,1.38e-150,531.0
2811,FRAY,NP_001303449.2,Astyanax_pachon,KAG9283296.1,OXSR1,Drosophila_melanogaster,NP_001303449.2,FRAY,4.57e-155,546.0,4.21e-155,546.0
2812,FRED,NP_001245866.1,,,,,,,,,,
2813,FRJ,NP_609029.1,Astyanax_pachon,KAG9276316.1,MBOAT7,Drosophila_melanogaster,NP_609029.1,FRJ,2.98e-51,201.0,2.09e-51,201.0
2814,FRQ1,NP_573271.1,Astyanax_pachon,KAG9281804.1,NCS1,Drosophila_melanogaster,NP_573271.1,FRQ1,8.77e-63,238.0,5.800000000000001e-63,238.0
2815,FRQ2,NP_525093.1,Astyanax_pachon,KAG9281804.1,NCS1,Drosophila_melanogaster,NP_525093.1,FRQ2,2.19e-63,240.0,1.4500000000000001e-63,240.0
2816,FRTZ,NP_001259880.1,,,,,,,,,,
2817,FRU,NP_732344.1,,,,,,,,,,
2818,FRY,NP_729520.1,Astyanax_pachon,KAG9263699.1,KAG9263699.1,Drosophila_melanogaster,NP_729520.1,FRY,0.0,1653.0,0.0,1653.0
2819,FRY,NP_729520.1,Astyanax_pachon,KAG9264640.1,KAG9264640.1,Drosophila_melanogaster,NP_729520.1,FRY,0.0,1643.0,0.0,1643.0
2820,FS,NP_001286445.1,,,,,,,,,,
2821,FS(1)H,NP_511078.2,Astyanax_pachon,KAG9261897.1,BRD2,Drosophila_melanogaster,NP_511078.2,FS(1)H,6.39e-99,360.0,1.19e-98,360.0
2822,FS(1)H,NP_511078.2,Astyanax_pachon,KAG9279317.1,BRD2,Drosophila_melanogaster,NP_511078.2,FS(1)H,5.7e-98,357.0,9.52e-98,357.0
2823,FS(2)KET,NP_477496.1,Astyanax_pachon,KAG9279492.1,KPNB1,Drosophila_melanogaster,NP_477496.1,FS(2)KET,0.0,1055.0,0.0,1055.0
2824,FS(2)LTOPP43,NP_524940.1,,,,,,,,,,
2825,FST,NP_524294.2,,,,,,,,,,
2826,FT,NP_477497.1,Astyanax_pachon,KAG9263768.1,FAT4,Drosophila_melanogaster,NP_477497.1,FT,0.0,2594.0,0.0,2594.0
2827,FTZ,NP_477498.1,,,,,,,,,,
2828,FTZ-F1,NP_524143.2,Astyanax_pachon,KAG9266799.1,NR5A2,Drosophila_melanogaster,NP_524143.2,FTZ-F1,5.32e-84,310.0,6.75e-84,310.0
2829,FTZ-F1,NP_524143.2,Astyanax_pachon,KAG9270472.1,NR5A2,Drosophila_melanogaster,NP_524143.2,FTZ-F1,4.59e-84,310.0,6.75e-84,310.0
2830,FU,NP_477499.1,,,,,,,,,,
2831,FUCTA,NP_648754.2,Astyanax_pachon,KAG9268921.1,FUT9,Drosophila_melanogaster,NP_648754.2,FUCTA,4.2000000000000004e-32,137.0,3.9600000000000003e-32,137.0
2832,FUCTA,NP_648754.2,Astyanax_pachon,KAG9269976.1,FUT9,Drosophila_melanogaster,NP_648754.2,FUCTA,4.33e-32,137.0,3.9600000000000003e-32,137.0
2833,FUCTA,NP_648754.2,Astyanax_pachon,KAG9279050.1,FUT9,Drosophila_melanogaster,NP_648754.2,FUCTA,1.7e-31,135.0,1.5800000000000002e-31,135.0
2834,FUCTA,NP_648754.2,Astyanax_pachon,KAG9281478.1,FUT9,Drosophila_melanogaster,NP_648754.2,FUCTA,2.0300000000000002e-32,138.0,1.9800000000000002e-32,138.0
2835,FUCTA,NP_648754.2,Astyanax_pachon,KAG9281490.1,FUT9,Drosophila_melanogaster,NP_648754.2,FUCTA,9.94e-33,139.0,9.89e-33,139.0
2836,FUR1,NP_733102.1,Astyanax_pachon,KAG9266571.1,FURIN,Drosophila_melanogaster,NP_733102.1,FUR1,8.83e-187,652.0,8.08e-187,652.0
2837,FUR1,NP_733102.1,Astyanax_pachon,KAG9281091.1,FURIN,Drosophila_melanogaster,NP_733102.1,FUR1,1.96e-177,621.0,1.73e-177,621.0
2838,FUR2,NP_727963.1,Astyanax_pachon,KAG9266518.1,PCSK6,Drosophila_melanogaster,NP_727963.1,FUR2,1.82e-167,588.0,2.28e-167,588.0
2839,FUR2,NP_727963.1,Astyanax_pachon,KAG9270388.1,PCSK5,Drosophila_melanogaster,NP_727963.1,FUR2,7.039999999999999e-176,617.0,4.2399999999999995e-176,617.0
2840,FUS,NP_001163161.1,Astyanax_pachon,KAG9260893.1,ESRP2,Drosophila_melanogaster,NP_001163161.1,FUS,4.21e-122,437.0,3.32e-122,437.0
2841,FUS,NP_001163161.1,Astyanax_pachon,KAG9283595.1,ESRP1,Drosophila_melanogaster,NP_001163161.1,FUS,3.2500000000000004e-124,444.0,2.59e-124,444.0
2842,FUSL,NP_608923.1,,,,,,,,,,
2843,FUTSCH,NP_001096864.1,,,,,,,,,,
2844,FW,NP_511136.2,,,,,,,,,,
2845,FWD,NP_001356971.1,,,,,,,,,,
2846,FZ,NP_001261836.1,Astyanax_pachon,KAG9271551.1,FZD7,Drosophila_melanogaster,NP_001261836.1,FZ,5.3e-149,526.0,3.82e-149,526.0
2847,FZ,NP_001261836.1,Astyanax_pachon,KAG9277566.1,FZD7-A,Drosophila_melanogaster,NP_001261836.1,FZ,1.02e-151,535.0,7.46e-152,535.0
2848,FZ2,NP_001401042.1,Astyanax_pachon,KAG9271192.1,FZD5,Drosophila_melanogaster,NP_001401042.1,FZ2,2.7400000000000002e-177,620.0,2.6e-177,620.0
2849,FZ2,NP_001401042.1,Astyanax_pachon,KAG9276739.1,FZD8,Drosophila_melanogaster,NP_001401042.1,FZ2,5.61e-174,609.0,5.33e-174,609.0
2850,FZ3,NP_525035.2,,,,,,,,,,
2851,FZ4,NP_511068.2,,,,,,,,,,
2852,FZO,NP_732840.1,,,,,,,,,,
2853,FZY,NP_477501.1,Astyanax_pachon,KAG9278856.1,KAG9278856.1,Drosophila_melanogaster,NP_477501.1,FZY,1.7800000000000002e-123,441.0,1.27e-123,441.0
2854,G,NP_524785.2,Astyanax_pachon,KAG9266859.1,AP3D1,Drosophila_melanogaster,NP_524785.2,G,7.249999999999999e-268,922.0,4e-268,922.0
2855,G9A,NP_001259088.1,Astyanax_pachon,KAG9281379.1,EHMT2,Drosophila_melanogaster,NP_001259088.1,G9A,8.4e-92,337.0,8.109999999999999e-92,337.0
2856,GABA-B-R1,NP_523569.3,Astyanax_pachon,KAG9264930.1,GABBR1,Drosophila_melanogaster,NP_523569.3,GABA-B-R1,9.15e-208,722.0,5.220000000000001e-208,722.0
2857,GABA-B-R1,NP_523569.3,Astyanax_pachon,KAG9279624.1,GABBR1,Drosophila_melanogaster,NP_523569.3,GABA-B-R1,7.190000000000001e-210,729.0,4.08e-210,729.0
2858,GABA-B-R2,NP_732658.1,Astyanax_pachon,KAG9279778.1,GABBR2,Drosophila_melanogaster,NP_732658.1,GABA-B-R2,5.8e-169,593.0,5.1600000000000004e-169,593.0
2859,GABA-B-R3,NP_523447.2,,,,,,,,,,
2860,GAD1,NP_523914.2,Astyanax_pachon,KAG9271444.1,GAD1,Drosophila_melanogaster,NP_523914.2,GAD1,7.780000000000001e-163,572.0,4.5200000000000005e-163,572.0
2861,GAD1,NP_523914.2,Astyanax_pachon,KAG9276770.1,GAD2,Drosophila_melanogaster,NP_523914.2,GAD1,2.0700000000000002e-154,544.0,1.21e-154,544.0
2862,GAD1,NP_523914.2,Astyanax_pachon,KAG9277820.1,GAD1,Drosophila_melanogaster,NP_523914.2,GAD1,1.2400000000000001e-161,568.0,7.24e-162,568.0
2863,GAD1,NP_523914.2,Astyanax_pachon,KAG9278419.1,GAD1,Drosophila_melanogaster,NP_523914.2,GAD1,1.6500000000000002e-156,551.0,9.48e-157,551.0
2864,GADD45,NP_610264.1,Astyanax_pachon,KAG9265536.1,GADD45G,Drosophila_melanogaster,NP_610264.1,GADD45,1.98e-08,57.0,1.55e-08,57.0
2865,GADD45,NP_610264.1,Astyanax_pachon,KAG9265537.1,GADD45G,Drosophila_melanogaster,NP_610264.1,GADD45,9.6e-09,58.2,6.75e-09,58.2
2866,GADD45,NP_610264.1,Astyanax_pachon,KAG9270592.1,GADD45G,Drosophila_melanogaster,NP_610264.1,GADD45,2.87e-08,56.6,2.05e-08,56.6
2867,GADD45,NP_610264.1,Astyanax_pachon,KAG9277794.1,GADD45A,Drosophila_melanogaster,NP_610264.1,GADD45,5.17e-08,55.8,3.56e-08,55.8
2868,GAL,NP_001260120.1,,,,,,,,,,
2869,GALE,NP_612044.1,Astyanax_pachon,KAG9268310.1,GALE,Drosophila_melanogaster,NP_612044.1,GALE,1.2799999999999999e-120,431.0,8.65e-121,431.0
2870,GALECTIN,NP_001245813.1,Astyanax_pachon,KAG9263086.1,LGALS9,Drosophila_melanogaster,NP_001245813.1,GALECTIN,7.34e-18,89.7,5.47e-18,89.7
2871,GAMMACOP,NP_001263145.1,Astyanax_pachon,KAG9280185.1,COPG2,Drosophila_melanogaster,NP_001263145.1,GAMMACOP,3.24e-294,1009.0,2.24e-294,1009.0
2872,GAPDH2,NP_542445.1,Astyanax_pachon,KAG9276573.1,GAPDH,Drosophila_melanogaster,NP_542445.1,GAPDH2,1.98e-147,520.0,1.33e-147,520.0
2873,GASP,NP_001097694.1,,,,,,,,,,
2874,GATAD,NP_609383.2,,,,,,,,,,
2875,GATAE,NP_650516.2,,,,,,,,,,
2876,GBB,NP_477340.1,Astyanax_pachon,KAG9269286.1,BMP7,Drosophila_melanogaster,NP_477340.1,GBB,3.95e-62,237.0,2.82e-62,237.0
2877,GBB,NP_477340.1,Astyanax_pachon,KAG9275049.1,BMP5,Drosophila_melanogaster,NP_477340.1,GBB,2.05e-62,238.0,1.41e-62,238.0
2878,GBB,NP_477340.1,Astyanax_pachon,KAG9283548.1,BMP6,Drosophila_melanogaster,NP_477340.1,GBB,9.85e-63,239.0,7.06e-63,239.0
2879,GBETA13F,NP_525090.1,Astyanax_pachon,KAG9270215.1,GNB1,Drosophila_melanogaster,NP_525090.1,GBETA13F,1.9100000000000002e-125,447.0,1.28e-125,447.0
2880,GBETA13F,NP_525090.1,Astyanax_pachon,KAG9276898.1,GNB1,Drosophila_melanogaster,NP_525090.1,GBETA13F,6.100000000000001e-124,442.0,4.1e-124,442.0
2881,GBETA5,NP_572452.1,Astyanax_pachon,KAG9273463.1,GNB5B,Drosophila_melanogaster,NP_572452.1,GBETA5,1.42e-123,441.0,8.640000000000001e-124,441.0
2882,GBETA5,NP_572452.1,Astyanax_pachon,KAG9280785.1,GNB5A,Drosophila_melanogaster,NP_572452.1,GBETA5,3.17e-124,443.0,2.1600000000000002e-124,443.0
2883,GC,NP_523885.2,Astyanax_pachon,KAG9263343.1,GGCX,Drosophila_melanogaster,NP_523885.2,GC,1.0800000000000001e-125,449.0,6.34e-126,449.0
2884,GCE,NP_511160.2,,,,,,,,,,
2885,GCKIII,NP_650596.1,,,,,,,,,,
2886,GCLC,NP_525005.2,Astyanax_pachon,KAG9275039.1,GCLC,Drosophila_melanogaster,NP_525005.2,GCLC,4.8900000000000004e-201,699.0,3.74e-201,699.0
2887,GCLM,NP_732780.1,Astyanax_pachon,KAG9270851.1,GCLM,Drosophila_melanogaster,NP_732780.1,GCLM,8.310000000000001e-27,119.0,5.880000000000001e-27,119.0
2888,GCM,NP_477108.1,,,,,,,,,,
2889,GCM2,NP_609302.1,,,,,,,,,,
2890,GCN2,NP_001263142.1,Astyanax_pachon,KAG9268185.1,EIF2AK4,Drosophila_melanogaster,NP_001263142.1,GCN2,2.26e-187,655.0,1.46e-187,655.0
2891,GDI,NP_523524.2,Astyanax_pachon,KAG9269081.1,GDI1,Drosophila_melanogaster,NP_523524.2,GDI,2.68e-175,613.0,1.79e-175,613.0
2892,GDI,NP_523524.2,Astyanax_pachon,KAG9280264.1,GDI2,Drosophila_melanogaster,NP_523524.2,GDI,7.039999999999999e-170,595.0,4.68e-170,595.0
2893,GE-1,NP_609486.2,,,,,,,,,,
2894,GEL,NP_524865.2,Astyanax_pachon,KAG9266291.1,GSN,Drosophila_melanogaster,NP_524865.2,GEL,3.2700000000000004e-124,444.0,2.41e-124,444.0
2895,GEL,NP_524865.2,Astyanax_pachon,KAG9271627.1,VIL1,Drosophila_melanogaster,NP_524865.2,GEL,7.92e-118,423.0,5.05e-118,423.0
2896,GEL,NP_524865.2,Astyanax_pachon,KAG9279737.1,SCIN,Drosophila_melanogaster,NP_524865.2,GEL,3.41e-118,424.0,2.52e-118,424.0
2897,GEM,NP_610556.1,Astyanax_pachon,KAG9269140.1,TFCP2,Drosophila_melanogaster,NP_610556.1,GEM,4.96e-81,300.0,6.27e-81,300.0
2898,GFZF,NP_001262335.1,,,,,,,,,,
2899,GIG,NP_524177.1,Astyanax_pachon,KAG9262659.1,TSC2,Drosophila_melanogaster,NP_524177.1,GIG,4.94e-190,664.0,3.31e-190,664.0
2900,GIP,NP_511106.1,,,,,,,,,,
2901,GIRDIN,NP_647780.1,,,,,,,,,,
2902,GISH,NP_001262624.1,Astyanax_pachon,KAG9264767.1,CSNK1G2,Drosophila_melanogaster,NP_001262624.1,GISH,9.72e-159,558.0,7.8e-159,558.0
2903,GISH,NP_001262624.1,Astyanax_pachon,KAG9267094.1,CSNK1G1,Drosophila_melanogaster,NP_001262624.1,GISH,3.0900000000000005e-160,563.0,2.44e-160,563.0
2904,GISH,NP_001262624.1,Astyanax_pachon,KAG9270093.1,CSNK1G2,Drosophila_melanogaster,NP_001262624.1,GISH,1.5400000000000002e-157,554.0,1.25e-157,554.0
2905,GISH,NP_001262624.1,Astyanax_pachon,KAG9280879.1,CSNK1G1,Drosophila_melanogaster,NP_001262624.1,GISH,8.02e-158,555.0,6.24e-158,555.0
2906,GKT,NP_523465.2,Astyanax_pachon,KAG9268890.1,TDP1,Drosophila_melanogaster,NP_523465.2,GKT,6.800000000000001e-72,270.0,4.1900000000000004e-72,270.0
2907,GL,NP_001262708.1,,,,,,,,,,
2908,GLCAT-P,NP_001246714.1,,,,,,,,,,
2909,GLCAT-S,NP_723476.1,,,,,,,,,,
2910,GLD,NP_001350861.1,,,,,,,,,,
2911,GLD2,NP_001262829.1,,,,,,,,,,
2912,GLEC,NP_524443.2,,,,,,,,,,
2913,GLI,NP_476602.1,,,,,,,,,,
2914,GLT,NP_477504.1,,,,,,,,,,
2915,GLUCLALPHA,NP_001163656.2,Astyanax_pachon,KAG9272501.1,GLRA1,Drosophila_melanogaster,NP_001163656.2,GLUCLALPHA,6.859999999999999e-89,326.0,4.48e-89,326.0
2916,GLURIIC,NP_608557.4,,,,,,,,,,
2917,GLUT1,NP_001303403.1,Astyanax_pachon,KAG9269655.1,SLC2A1,Drosophila_melanogaster,NP_001303403.1,GLUT1,4.85e-118,423.0,3.94e-118,423.0
