# Pachon.faa,a,Ast.faa,b ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
KAG9269723.1,UBE4B,XP_049342428.1,UBE4B,0.00E+00,2541,0.00E+00,2541
KAG9269723.1,UBE4B,XP_049342431.1,UBE4B,0.00E+00,2540,0.00E+00,2540
KAG9269723.1,UBE4B,XP_049342426.1,UBE4B,0.00E+00,2539,0.00E+00,2539
KAG9269723.1,UBE4B,XP_049342424.1,UBE4B,0.00E+00,2531,0.00E+00,2531
KAG9269723.1,UBE4B,XP_049342425.1,UBE4B,0.00E+00,2529,0.00E+00,2529
KAG9269723.1,UBE4B,XP_049342429.1,UBE4B,0.00E+00,2528,0.00E+00,2528
KAG9269723.1,UBE4B,XP_049342427.1,UBE4B,0.00E+00,2526,0.00E+00,2526
KAG9269723.1,UBE4B,XP_022532680.2,UBE4B,0.00E+00,2519,0.00E+00,2519
KAG9269724.1,KIF1B,XP_007246869.3,KIF1B,0.00E+00,3441,0.00E+00,3441
KAG9269724.1,KIF1B,XP_049318775.1,KIF1B,0.00E+00,3434,0.00E+00,3434
KAG9269724.1,KIF1B,XP_022532667.2,KIF1B,0.00E+00,3429,0.00E+00,3429
KAG9269724.1,KIF1B,XP_049318773.1,KIF1B,0.00E+00,3421,0.00E+00,3421
KAG9269724.1,KIF1B,XP_049318774.1,KIF1B,0.00E+00,3401,0.00E+00,3401
KAG9269724.1,KIF1B,XP_022532672.2,KIF1B,0.00E+00,3399,0.00E+00,3399
KAG9269724.1,KIF1B,XP_049318776.1,KIF1B,0.00E+00,3392,0.00E+00,3392
KAG9269724.1,KIF1B,XP_049318778.1,KIF1B,0.00E+00,3391,0.00E+00,3391
KAG9269724.1,KIF1B,XP_049318777.1,KIF1B,0.00E+00,3368,0.00E+00,3368
KAG9269724.1,KIF1B,XP_049318779.1,KIF1B,0.00E+00,3364,0.00E+00,3364
KAG9269724.1,KIF1B,XP_022532676.2,KIF1B,0.00E+00,3336,0.00E+00,3336
KAG9269724.1,KIF1B,XP_049318781.1,KIF1B,0.00E+00,3335,0.00E+00,3335
KAG9269724.1,KIF1B,XP_049318782.1,KIF1B,0.00E+00,3329,0.00E+00,3329
KAG9269724.1,KIF1B,XP_007246874.3,KIF1B,0.00E+00,3317,0.00E+00,3317
KAG9269725.1,PGD,XP_007246856.1,PGD,1.32E-283,974,4.15E-284,974
KAG9269726.1,SST1B,XP_007246854.1,SST6,2.18E-59,227,7.24E-60,227
KAG9269726.1,SST1B,XP_007246855.1,SST6,2.18E-59,227,7.24E-60,227
KAG9269727.1,TARDBP,XP_007246850.1,TARDBPA,1.39E-216,751,4.63E-217,751
KAG9269727.1,TARDBP,XP_007246851.1,TARDBPA,1.83E-211,734,5.99E-212,734
KAG9269728.1,KAG9269728.1,XP_022532665.2,C13H1ORF127,0.00E+00,1293,0.00E+00,1293
KAG9269729.1,KAG9269729.1,XP_007246846.3,CASZ1,0.00E+00,3745,0.00E+00,3745
KAG9269729.1,KAG9269729.1,XP_007246845.3,CASZ1,0.00E+00,3709,0.00E+00,3709
KAG9269729.1,KAG9269729.1,XP_007246847.3,CASZ1,0.00E+00,3650,0.00E+00,3650
KAG9269729.1,KAG9269729.1,XP_007246848.3,CASZ1,0.00E+00,3562,0.00E+00,3562
KAG9269730.1,PEX14,XP_049342474.1,PEX14,2.53E-191,667,8.42E-192,667
KAG9269730.1,PEX14,XP_022532661.2,PEX14,6.64E-186,649,2.34E-186,649
KAG9269731.1,DFFA,XP_007246842.1,DFFA,3.34E-159,560,1.11E-159,560
KAG9269732.1,MASP2,XP_007246843.3,MASP2,0.00E+00,1444,0.00E+00,1444
KAG9269732.1,MASP2,XP_022532660.2,MASP2,0.00E+00,1444,0.00E+00,1444
KAG9269733.1,SST1B,XP_007246841.1,SST7,8.75E-53,205,2.91E-53,205
KAG9269734.1,SRM,XP_007246840.1,SRM,1.15E-170,598,3.82E-171,598
KAG9269735.1,SMC1A,XP_007246839.2,SMC1A,0.00E+00,2156,0.00E+00,2156
KAG9269736.1,RIBC1,XP_015460676.3,RIBC1,5.38E-194,676,1.79E-194,676
KAG9269737.1,L1CAM,XP_022532656.2,L1CAMA,0.00E+00,2530,0.00E+00,2530
KAG9269737.1,L1CAM,XP_022532652.2,L1CAMA,0.00E+00,2523,0.00E+00,2523
KAG9269737.1,L1CAM,XP_022532654.2,L1CAMA,0.00E+00,2516,0.00E+00,2516
KAG9269737.1,L1CAM,XP_022532655.2,L1CAMA,0.00E+00,2511,0.00E+00,2511
KAG9269738.1,HUWE1,XP_022532641.2,HUWE1,0.00E+00,8165,0.00E+00,8165
KAG9269738.1,HUWE1,XP_022532642.2,HUWE1,0.00E+00,8165,0.00E+00,8165
KAG9269738.1,HUWE1,XP_022532643.2,HUWE1,0.00E+00,8165,0.00E+00,8165
KAG9269738.1,HUWE1,XP_049319201.1,HUWE1,0.00E+00,8165,0.00E+00,8165
KAG9269738.1,HUWE1,XP_022532646.2,HUWE1,0.00E+00,8159,0.00E+00,8159
KAG9269738.1,HUWE1,XP_007246832.3,HUWE1,0.00E+00,8151,0.00E+00,8151
KAG9269738.1,HUWE1,XP_022532644.2,HUWE1,0.00E+00,8148,0.00E+00,8148
KAG9269738.1,HUWE1,XP_022532648.2,HUWE1,0.00E+00,8145,0.00E+00,8145
KAG9269738.1,HUWE1,XP_022532651.2,HUWE1,0.00E+00,8136,0.00E+00,8136
KAG9269738.1,HUWE1,XP_007246833.3,HUWE1,0.00E+00,8130,0.00E+00,8130
KAG9269738.1,HUWE1,XP_022532649.2,HUWE1,0.00E+00,8130,0.00E+00,8130
KAG9269738.1,HUWE1,XP_022532650.2,HUWE1,0.00E+00,8067,0.00E+00,8067
KAG9269739.1,TMEM107,XP_007246829.3,TMEM107L,1.52E-72,271,5.06E-73,271
KAG9269739.1,TMEM107,XP_022532640.2,TMEM107L,1.52E-72,271,5.06E-73,271
KAG9269740.1,C1QL4,XP_022532639.1,C1QL4A,7.01E-123,439,2.33E-123,439
KAG9269740.1,C1QL4,XP_049319203.1,C1QL4A,7.01E-123,439,2.33E-123,439
KAG9269741.1,MYL6,XP_022532635.1,ZGC:153867,1.01E-118,425,3.35E-119,425
KAG9269741.1,MYL6,XP_022532634.1,ZGC:153867,5.17E-116,416,1.72E-116,416
KAG9269741.1,MYL6,XP_022532636.1,ZGC:153867,8.27E-115,412,2.75E-115,412
KAG9269741.1,MYL6,XP_049318720.1,ZGC:153867,2.12E-112,404,7.03E-113,404
KAG9269742.1,NEUROD4,XP_007246823.3,NEUROD4,1.62E-183,641,5.39E-184,641
KAG9269743.1,BIRC5.1-B,XP_022532437.2,BIRC5B,4.44E-89,326,1.47E-89,326
KAG9269745.1,ZNF385A,XP_022532629.2,ZNF385A,7.00E-201,699,2.23E-201,699
KAG9269745.1,ZNF385A,XP_022532628.2,ZNF385A,7.00E-201,699,2.24E-201,699
KAG9269746.1,KAG9269746.1,XP_007246822.3,TAC3A,1.07E-88,325,3.55E-89,325
KAG9269747.1,C1GALT1A,XP_022532626.2,C1GALT1LA,7.85E-233,805,2.57E-233,805
KAG9269747.1,C1GALT1A,XP_049318822.1,C1GALT1LA,7.85E-233,805,2.57E-233,805
KAG9269748.1,B4GALNT1,XP_022532624.2,B4GALNT1A,0.00E+00,1060,0.00E+00,1060
KAG9269749.1,SLC26A10,XP_007246819.1,SLC26A10,0.00E+00,1318,0.00E+00,1318
KAG9269750.1,SP5,XP_007246818.1,SP5L,8.91E-175,612,2.96E-175,612
KAG9269751.1,TRIO,XP_049342349.1,ARHGEF25A,3.27E-264,910,7.49E-265,910
KAG9269752.1,ANKRD33B,XP_022532623.1,ANKRD33AA,1.40E-234,811,4.64E-235,811
KAG9269753.1,ACVR1,XP_007246816.1,ACVRL1,2.38E-292,1003,7.90E-293,1003
KAG9269753.1,ACVR1,XP_015460684.1,ACVRL1,2.38E-292,1003,7.90E-293,1003
KAG9269753.1,ACVR1,XP_015460685.1,ACVRL1,2.38E-292,1003,7.90E-293,1003
KAG9269753.1,ACVR1,XP_049318709.1,ACVRL1,2.38E-292,1003,7.90E-293,1003
KAG9269753.1,ACVR1,XP_022532622.1,ACVRL1,3.04E-290,996,1.01E-290,996
KAG9269755.1,KMT2D,XP_022532616.2,KMT2D,0.00E+00,8888,0.00E+00,8888
KAG9269755.1,KMT2D,XP_022532617.2,KMT2D,0.00E+00,8881,0.00E+00,8881
KAG9269756.1,DHH-A,XP_007246814.3,DHH,9.33E-252,868,3.10E-252,868
KAG9269757.1,LMBR1L,XP_007246813.1,LMBR1L,3.49E-272,936,1.16E-272,936
KAG9269758.1,KAG9269758.1,XP_007246811.3,DNAJC22,2.28E-191,667,7.59E-192,667
KAG9269758.1,KAG9269758.1,XP_007246812.3,DNAJC22,2.28E-191,667,7.59E-192,667
KAG9269758.1,KAG9269758.1,XP_022532614.2,DNAJC22,2.28E-191,667,7.59E-192,667
KAG9269758.1,KAG9269758.1,XP_049342357.1,DNAJC22,2.28E-191,667,7.59E-192,667
KAG9269759.1,IKZF4,XP_007246810.3,IKZF4,4.35E-278,956,1.28E-278,956
KAG9269759.1,IKZF4,XP_022532608.2,IKZF4,1.11E-275,948,3.34E-276,948
KAG9269759.1,IKZF4,XP_022532610.2,IKZF4,1.11E-275,948,3.34E-276,948
KAG9269759.1,IKZF4,XP_022532612.2,IKZF4,1.11E-275,948,3.34E-276,948
KAG9269760.1,RPS26,XP_007246808.1,RPS26,4.40E-59,226,1.46E-59,226
KAG9269760.1,RPS26,XP_007253398.1,RPS26L,7.04E-58,222,2.34E-58,222
KAG9269761.1,WNT1,XP_022532460.2,WNT1,2.43E-225,780,8.08E-226,780
KAG9269762.1,WNT10B,XP_007246807.3,WNT10B,7.00E-254,875,2.32E-254,875
KAG9269763.1,ARF3,XP_007253394.1,ARF3B,5.01E-100,363,1.32E-100,363
KAG9269763.1,ARF3,XP_022532607.1,ARF3A,5.01E-100,363,1.32E-100,363
KAG9269763.1,ARF3,XP_007236412.2,ARF2B,2.05E-96,351,5.41E-97,351
KAG9269763.1,ARF3,XP_007230008.1,ARF2A,1.64E-95,348,4.33E-96,348
KAG9269763.1,ARF3,XP_049323942.1,ARF2A,1.64E-95,348,4.33E-96,348
KAG9269763.1,ARF3,XP_007232528.1,ARF1,3.28E-95,347,8.61E-96,347
KAG9269764.1,PHF8,XP_015460679.3,PHF8,0.00E+00,1912,0.00E+00,1912
KAG9269764.1,PHF8,XP_049318692.1,PHF8,0.00E+00,1912,0.00E+00,1912
KAG9269765.1,KAG9269765.1,XP_007246802.3,LOC103038024,0.00E+00,1310,0.00E+00,1310
KAG9269765.1,KAG9269765.1,XP_022532604.2,LOC103038024,0.00E+00,1306,0.00E+00,1306
KAG9269766.1,PFKM,XP_007246803.1,PFKMA,0.00E+00,1565,0.00E+00,1565
KAG9269767.1,ITGB2,XP_049342315.1,LOC103041955,0.00E+00,1125,0.00E+00,1125
KAG9269768.1,LARP4,XP_022532603.2,LOC103037486,0.00E+00,1428,0.00E+00,1428
KAG9269768.1,LARP4,XP_022532601.2,LOC103037486,0.00E+00,1419,0.00E+00,1419
KAG9269768.1,LARP4,XP_022532602.2,LOC103037486,0.00E+00,1412,0.00E+00,1412
KAG9269769.1,ASB8,XP_007243438.1,ASB8,5.86E-81,300,1.94E-81,300
KAG9269769.1,ASB8,XP_007243439.1,ASB8,5.86E-81,300,1.94E-81,300
KAG9269769.1,ASB8,XP_015459833.1,ASB8,5.86E-81,300,1.94E-81,300
KAG9269770.1,ATF7,XP_022532598.1,ATF7A,4.45E-276,949,1.48E-276,949
KAG9269770.1,ATF7,XP_022532599.1,ATF7A,3.06E-265,913,9.82E-266,913
KAG9269771.1,KAG9269771.1,XP_049318978.1,DIP2BA,0.00E+00,3009,0.00E+00,3009
KAG9269771.1,KAG9269771.1,XP_049318979.1,DIP2BA,0.00E+00,2984,0.00E+00,2984
KAG9269772.1,ACR,XP_022532596.2,LOC111194057,1.15E-179,628,3.81E-180,628
KAG9269773.1,SCN8A,XP_049318980.1,SCN8AA,0.00E+00,3698,0.00E+00,3698
KAG9269773.1,SCN8A,XP_049318982.1,SCN8AA,0.00E+00,3698,0.00E+00,3698
KAG9269773.1,SCN8A,XP_049318981.1,SCN8AA,0.00E+00,3696,0.00E+00,3696
KAG9269773.1,SCN8A,XP_049318983.1,SCN8AA,0.00E+00,3670,0.00E+00,3670
KAG9269773.1,SCN8A,XP_049318985.1,SCN8AA,0.00E+00,3668,0.00E+00,3668
KAG9269774.1,FIGNL2,XP_007257936.3,FIGNL2,0.00E+00,1333,0.00E+00,1333
KAG9269774.1,FIGNL2,XP_049318819.1,FIGNL2,0.00E+00,1333,0.00E+00,1333
KAG9269774.1,FIGNL2,XP_049318820.1,FIGNL2,0.00E+00,1325,0.00E+00,1325
KAG9269774.1,FIGNL2,XP_049318821.1,FIGNL2,0.00E+00,1308,0.00E+00,1308
KAG9269775.1,KAG9269775.1,XP_007257935.1,MIPA,1.24E-149,528,4.10E-150,528
KAG9269776.1,PTGES3,XP_007257934.2,PTGES3A,3.20E-86,317,8.16E-87,317
KAG9269777.1,DTX3,XP_007257933.2,DTX3,1.58E-207,721,4.62E-208,721
KAG9269777.1,DTX3,XP_022532593.1,DTX3,8.08E-205,712,2.31E-205,712
KAG9269778.1,RND1,XP_007257932.1,RND1B,1.26E-131,468,4.17E-132,468
KAG9269779.1,CACNB4,XP_007257931.1,CACNB3B,2.05E-193,674,6.70E-194,674
KAG9269780.1,ADCY6,XP_022532587.2,ADCY6B,0.00E+00,2308,0.00E+00,2308
KAG9269780.1,ADCY6,XP_022532588.2,ADCY6B,0.00E+00,2308,0.00E+00,2308
KAG9269781.1,KAG9269781.1,XP_007257930.3,LOC103036412,0.00E+00,1449,0.00E+00,1449
KAG9269782.1,TBX18,XP_007257929.3,TBX18,0.00E+00,1090,0.00E+00,1090
KAG9269783.1,IRAK1BP1,XP_007257928.3,IRAK1BP1,6.74E-132,469,2.24E-132,469
KAG9269784.1,KAG9269784.1,XP_007257926.2,SI:DKEY-261L7.2,4.95E-128,456,1.64E-128,456
KAG9269785.1,PHIP,XP_022532583.2,LOC103042438,0.00E+00,3347,0.00E+00,3347
KAG9269785.1,PHIP,XP_022532582.2,LOC103042438,0.00E+00,3331,0.00E+00,3331
KAG9269785.1,PHIP,XP_022532586.2,LOC103042438,0.00E+00,3330,0.00E+00,3330
KAG9269785.1,PHIP,XP_022532584.2,LOC103042438,0.00E+00,3313,0.00E+00,3313
KAG9269786.1,HMGN3,XP_049318743.1,HMGN3,4.44E-35,146,1.48E-35,146
KAG9269787.1,LCA5,XP_007257920.3,LCA5,0.00E+00,1237,0.00E+00,1237
KAG9269787.1,LCA5,XP_049318727.1,LCA5,0.00E+00,1237,0.00E+00,1237
KAG9269787.1,LCA5,XP_049318728.1,LCA5,0.00E+00,1235,0.00E+00,1235
KAG9269787.1,LCA5,XP_015463518.3,LCA5,0.00E+00,1230,0.00E+00,1230
KAG9269787.1,LCA5,XP_022532578.2,LCA5,0.00E+00,1228,0.00E+00,1228
KAG9269788.1,SH3BGRL2,XP_022532573.1,SH3BGRL2,8.46E-56,215,2.81E-56,215
KAG9269789.1,SH3BGRL3,XP_007257919.1,ZGC:153284,6.13E-46,182,2.03E-46,182
KAG9269790.1,RPS12,XP_007257918.1,RPS12,3.68E-70,263,1.22E-70,263
KAG9269791.1,KAG9269791.1,XP_022532568.1,EYA4,0.00E+00,1192,0.00E+00,1192
KAG9269791.1,KAG9269791.1,XP_022532570.1,EYA4,0.00E+00,1186,0.00E+00,1186
KAG9269791.1,KAG9269791.1,XP_022532567.1,EYA4,0.00E+00,1171,0.00E+00,1171
KAG9269791.1,KAG9269791.1,XP_049318729.1,EYA4,0.00E+00,1171,0.00E+00,1171
KAG9269791.1,KAG9269791.1,XP_049318730.1,EYA4,0.00E+00,1171,0.00E+00,1171
KAG9269791.1,KAG9269791.1,XP_049318731.1,EYA4,0.00E+00,1171,0.00E+00,1171
KAG9269791.1,KAG9269791.1,XP_022532569.1,EYA4,0.00E+00,1165,0.00E+00,1165
KAG9269792.1,TCF21,XP_007257913.3,TCF21,2.20E-88,324,7.30E-89,324
KAG9269793.1,TBPL1,XP_049318738.1,TBPL1,3.24E-102,370,1.08E-102,370
KAG9269793.1,TBPL1,XP_049318739.1,TBPL1,3.24E-102,370,1.08E-102,370
KAG9269793.1,TBPL1,XP_049318740.1,TBPL1,3.24E-102,370,1.08E-102,370
KAG9269794.1,SLC2A12,XP_049318732.1,SLC2A12,0.00E+00,1176,0.00E+00,1176
KAG9269795.1,SGK1,XP_049318733.1,SGK1,0.00E+00,1221,0.00E+00,1221
KAG9269796.1,ALDH8A1,XP_022519360.1,ALDH8A1,2.45E-286,983,8.15E-287,983
KAG9269797.1,HBS1L,XP_007257903.4,HBS1L,0.00E+00,1236,0.00E+00,1236
KAG9269798.1,MYB,XP_007257902.3,MYB,0.00E+00,1147,0.00E+00,1147
KAG9269799.1,MTFR2,XP_022532565.2,MTFR2,5.17E-179,626,1.72E-179,626
KAG9269799.1,MTFR2,XP_049318879.1,MTFR2,2.78E-170,597,9.25E-171,597
KAG9269799.1,MTFR2,XP_049318880.1,MTFR2,2.78E-170,597,9.25E-171,597
KAG9269799.1,MTFR2,XP_049318881.1,MTFR2,2.78E-170,597,9.25E-171,597
KAG9269800.1,ARMC1,XP_015463506.2,ARMC1L,3.96E-163,573,1.32E-163,573
KAG9269800.1,ARMC1,XP_007257901.2,ARMC1L,5.07E-161,566,1.68E-161,566
KAG9269801.1,KAG9269801.1,XP_049328588.1,LOC111191059,3.30E-234,810,1.60E-234,810
KAG9269801.1,KAG9269801.1,XP_049333163.1,LOC125801115,2.64E-233,807,1.38E-233,807
KAG9269801.1,KAG9269801.1,XP_049337701.1,LOC125803016,2.64E-233,807,1.38E-233,807
KAG9269801.1,KAG9269801.1,XP_049333162.1,LOC125801115,2.64E-233,807,1.38E-233,807
KAG9269801.1,KAG9269801.1,XP_049337700.1,LOC125803016,2.64E-233,807,1.38E-233,807
KAG9269802.1,KAG9269802.1,XP_049319055.1,LOC111194054,3.87E-237,820,8.37E-238,820
KAG9269803.1,KAG9269803.1,XP_007235771.2,SI:DKEY-126G1.9,1.29E-71,268,4.28E-72,268
KAG9269804.1,NEMP1,XP_049318918.1,NEMP1,1.91E-248,857,6.33E-249,857
KAG9269804.1,NEMP1,XP_022532562.2,NEMP1,2.62E-237,820,8.70E-238,820
KAG9269804.1,NEMP1,XP_049318916.1,NEMP1,5.24E-237,819,1.74E-237,819
KAG9269804.1,NEMP1,XP_049318915.1,NEMP1,4.19E-236,816,1.41E-236,816
KAG9269805.1,ORMDL2,XP_007235776.1,ORMDL2,9.69E-83,305,3.22E-83,305
KAG9269807.1,PLAGL2,XP_015457509.2,PLAGX,6.23E-198,689,2.07E-198,689
KAG9269808.1,TRAPPC6B,XP_007235785.2,TRAPPC6B,1.21E-86,318,4.03E-87,318
KAG9269809.1,TPX2-B,XP_022532559.2,TPX2,0.00E+00,1380,0.00E+00,1380
KAG9269809.1,TPX2-B,XP_049319183.1,TPX2,0.00E+00,1359,0.00E+00,1359
KAG9269809.1,TPX2-B,XP_049319184.1,TPX2,0.00E+00,1343,0.00E+00,1343
KAG9269810.1,MYLK2,XP_049319185.1,MYLK2,0.00E+00,1620,0.00E+00,1620
KAG9269810.1,MYLK2,XP_049319186.1,MYLK2,0.00E+00,1618,0.00E+00,1618
KAG9269811.1,CD63,XP_022532558.2,CD63,1.62E-132,471,5.40E-133,471
KAG9269812.1,GTSF1,XP_022532554.2,ZGC:56699,2.34E-115,414,6.80E-116,414
KAG9269812.1,GTSF1,XP_022532555.2,ZGC:56699,2.34E-115,414,6.80E-116,414
KAG9269812.1,GTSF1,XP_049319188.1,ZGC:56699,2.34E-115,414,6.80E-116,414
KAG9269813.1,RPRMA,XP_007235788.1,RPRM3,9.26E-39,158,3.08E-39,158
KAG9269814.1,NR4A1,XP_022532551.2,NR4A1,0.00E+00,1162,0.00E+00,1162
KAG9269815.1,GRASP,XP_007235790.3,TAMALIN,6.94E-214,742,2.30E-214,742
KAG9269816.1,DGKA,XP_022532549.2,DGKAA,0.00E+00,1447,0.00E+00,1447
KAG9269816.1,DGKA,XP_049318865.1,DGKAA,0.00E+00,1435,0.00E+00,1435
KAG9269817.1,RNF41,XP_049318866.1,RNF41,1.40E-186,651,4.66E-187,651
KAG9269821.1,SLC39A10,XP_022519334.2,SLC39A5,2.17E-288,990,7.18E-289,990
KAG9269823.1,SLC39A10,XP_022519334.2,SLC39A5,2.17E-288,990,7.18E-289,990
KAG9269825.1,SLC39A10,XP_022519334.2,SLC39A5,2.17E-288,990,7.18E-289,990
KAG9269826.1,ANKRD52,XP_022519333.2,ANKRD52A,3.11E-268,924,1.03E-268,924
KAG9269826.1,ANKRD52,XP_049318867.1,ANKRD52A,3.11E-268,924,1.03E-268,924
KAG9269826.1,ANKRD52,XP_049318868.1,ANKRD52A,3.11E-268,924,1.03E-268,924
KAG9269826.1,ANKRD52,XP_049318869.1,ANKRD52A,3.11E-268,924,1.03E-268,924
KAG9269827.1,TMEM18,XP_049318876.1,TMEM18,4.96E-80,296,1.65E-80,296
KAG9269827.1,TMEM18,XP_049318877.1,TMEM18,1.98E-79,294,6.59E-80,294
KAG9269827.1,TMEM18,XP_049318878.1,TMEM18,1.98E-79,294,6.59E-80,294
KAG9269828.1,ALKAL2,XP_049319129.1,LOC103041426,1.20E-77,288,4.00E-78,288
KAG9269828.1,ALKAL2,XP_049319130.1,LOC103041426,1.20E-77,288,4.00E-78,288
KAG9269829.1,ACP1,XP_007240017.1,ACP1,5.96E-90,329,1.98E-90,329
KAG9269830.1,KAG9269830.1,XP_007240019.3,FAM110C,1.15E-118,426,4.52E-119,426
KAG9269831.1,FBXO25,XP_022532544.1,FBXO25,3.97E-215,746,1.32E-215,746
KAG9269831.1,FBXO25,XP_022532543.1,FBXO25,1.02E-212,738,3.46E-213,738
KAG9269832.1,TDRP,XP_022532545.2,SI:CH211-225H24.2,4.77E-109,393,1.58E-109,393
KAG9269834.1,CPNE9,XP_049319113.1,CPNE9,0.00E+00,1117,0.00E+00,1117
KAG9269835.1,KLF15,XP_022532538.1,KLF15,1.25E-218,758,4.14E-219,758
KAG9269835.1,KLF15,XP_049319108.1,KLF15,1.25E-218,758,4.14E-219,758
KAG9269836.1,SLC41A1,XP_049319098.1,LOC103045687,1.61E-250,864,5.35E-251,864
KAG9269836.1,SLC41A1,XP_049319099.1,LOC103045687,1.61E-250,864,5.35E-251,864
KAG9269837.1,CHST11,XP_049319119.1,SI:CH211-236H17.3,1.75E-196,684,5.81E-197,684
KAG9269838.1,KAG9269838.1,XP_022532536.1,NDNL2,5.16E-143,506,1.71E-143,506
KAG9269839.1,ID1,XP_049319131.1,LOC103045393,1.78E-67,254,5.92E-68,254
KAG9269840.1,HM13,XP_022532532.2,HM13,3.78E-254,876,1.25E-254,876
KAG9269840.1,HM13,XP_022532533.2,HM13,6.49E-244,842,2.28E-244,842
KAG9269841.1,KAG9269841.1,XP_007236368.1,LOC103032302,9.31E-164,575,3.09E-164,575
KAG9269842.1,SPDEF,XP_049319120.1,LOC103035055,2.67E-195,680,8.85E-196,680
KAG9269843.1,PACSIN1B,XP_022532527.1,LOC103035372,4.07E-239,826,1.35E-239,826
KAG9269843.1,PACSIN1B,XP_022532528.1,LOC103035372,4.07E-239,826,1.35E-239,826
KAG9269844.1,SLC25A20,XP_022532525.1,SI:DKEY-150I13.2,5.89E-174,609,1.95E-174,609
KAG9269845.1,TAZ,XP_022532523.1,TAFAZZIN,2.79E-140,497,8.78E-141,497
KAG9269846.1,ATP6AP1,XP_022532522.1,ATP6AP1A,4.47E-264,909,1.49E-264,909
KAG9269847.1,TNNC1,XP_007236370.1,TNNC1A,2.02E-54,211,6.71E-55,211
KAG9269848.1,SLC6A1,XP_049319084.1,SLC6A1A,0.00E+00,1199,0.00E+00,1199
KAG9269849.1,VGLL4,XP_007236371.1,VGLL4A,1.25E-149,528,4.16E-150,528
KAG9269850.1,SYN2,XP_049319090.1,SYN2A,0.00E+00,1094,0.00E+00,1094
KAG9269851.1,PPARG,XP_049319103.1,LOC103026166,6.72E-272,935,2.23E-272,935
KAG9269852.1,RAF1,XP_007238504.3,RAF1A,0.00E+00,1212,0.00E+00,1212
KAG9269852.1,RAF1,XP_007238503.3,RAF1A,0.00E+00,1201,0.00E+00,1201
KAG9269853.1,KAG9269853.1,XP_007238498.1,CNBPA,1.98E-28,125,5.54E-29,125
KAG9269853.1,KAG9269853.1,XP_007238499.1,CNBPA,1.27E-26,119,3.51E-27,119
KAG9269854.1,GP9,XP_049319127.1,GP9,1.64E-132,471,5.26E-133,471
KAG9269855.1,IQSEC1,XP_022532513.2,LOC103026485,0.00E+00,2073,0.00E+00,2073
KAG9269855.1,IQSEC1,XP_022532515.2,LOC103026485,0.00E+00,2020,0.00E+00,2020
KAG9269855.1,IQSEC1,XP_022532510.2,LOC103026485,0.00E+00,2018,0.00E+00,2018
KAG9269855.1,IQSEC1,XP_022532512.2,LOC103026485,0.00E+00,2017,0.00E+00,2017
KAG9269855.1,IQSEC1,XP_022532516.2,LOC103026485,0.00E+00,2017,0.00E+00,2017
KAG9269857.1,NUP210,XP_022532509.2,NUP210,0.00E+00,3571,0.00E+00,3571
KAG9269859.1,KAG9269859.1,XP_022542686.2,LOC107197437,0.00E+00,1988,0.00E+00,1988
KAG9269860.1,KAG9269860.1,XP_049320996.1,LOC111194935,0.00E+00,1274,0.00E+00,1274
KAG9269860.1,KAG9269860.1,XP_049340409.1,LOC125804828,0.00E+00,1274,0.00E+00,1274
KAG9269860.1,KAG9269860.1,XP_049334945.1,LOC125801742,0.00E+00,1273,0.00E+00,1273
KAG9269861.1,FBLN2,XP_049319067.1,LOC103028753,0.00E+00,1963,0.00E+00,1963
KAG9269861.1,FBLN2,XP_049319068.1,LOC103028753,0.00E+00,1963,0.00E+00,1963
KAG9269862.1,WNT7A,XP_022532506.2,LOC103046044,2.02E-106,384,1.22E-106,384
KAG9269863.1,FBXW12,XP_049319101.1,FBXW12,2.01E-242,837,7.10E-243,837
KAG9269863.1,FBXW12,XP_049319102.1,FBXW12,2.01E-242,837,7.10E-243,837
KAG9269864.1,PTPDC1,XP_022532504.2,PTPDC1B,0.00E+00,1288,0.00E+00,1288
KAG9269865.1,AIG1,XP_049319126.1,ADTRP1,7.87E-136,482,2.61E-136,482
KAG9269866.1,MYBL2,XP_049319070.1,MYBL2A,0.00E+00,1956,0.00E+00,1956
KAG9269866.1,MYBL2,XP_049319071.1,MYBL2A,0.00E+00,1892,0.00E+00,1892
KAG9269867.1,SGK2,XP_049319117.1,SGK2A,2.07E-212,737,6.86E-213,737
KAG9269868.1,L3MBTL1,XP_022532502.2,L3MBTL1,0.00E+00,1681,0.00E+00,1681
KAG9269869.1,SRSF6,XP_022532501.2,SRSF6A,3.81E-112,404,1.26E-112,404
KAG9269869.1,SRSF6,XP_022532500.2,SRSF6A,1.22E-110,399,4.09E-111,399
KAG9269870.1,ARL6IP5,XP_049319128.1,ARL6IP5B,1.67E-99,361,5.54E-100,361
KAG9269871.1,BFAR,XP_007246144.2,LOC103026904,2.03E-273,940,6.74E-274,940
KAG9269872.1,NCOA3,XP_022532498.2,LOC103026609,0.00E+00,2504,0.00E+00,2504
KAG9269873.1,TRAM1L1,XP_022532497.1,ZGC:113278,5.42E-210,729,1.80E-210,729
KAG9269874.1,KAG9269874.1,XP_007237711.1,AAR2,2.93E-244,843,9.72E-245,843
KAG9269876.1,EMILIN3,XP_049319082.1,LOC103033885,0.00E+00,1525,0.00E+00,1525
