,Ast,a,a2,Dmel,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
17543,Astyanax_pachon,KAG9282804.1,NUDT14,Drosophila_melanogaster,NP_001303547.1,CG42813,4.430000000000001e-37,153.0,2.5400000000000002e-37,153.0
8635,Astyanax_pachon,KAG9270513.1,NUDT18,Drosophila_melanogaster,NP_650083.1,CG10898,1.1399999999999998e-42,172.0,7.78e-43,172.0
1096,Astyanax_pachon,KAG9260961.1,NUDT19,Drosophila_melanogaster,NP_609973.1,CG10194,1.55e-49,195.0,9.58e-50,195.0
5154,Astyanax_pachon,KAG9266308.1,NUDT2,Drosophila_melanogaster,NP_723505.2,DATP,1.42e-28,124.0,9.15e-29,124.0
8332,Astyanax_pachon,KAG9270176.1,NUDT20,Drosophila_melanogaster,NP_001015384.1,CG12567,4.51e-58,223.0,3.5500000000000004e-58,223.0
10688,Astyanax_pachon,KAG9273254.1,NUDT21,Drosophila_melanogaster,NP_001036597.1,CPSF5,1.93e-102,370.0,1.35e-102,370.0
13271,Astyanax_pachon,KAG9276910.1,NUDT3,Drosophila_melanogaster,NP_648421.1,APS,2.3099999999999997e-48,190.0,1.5499999999999998e-48,190.0
16031,Astyanax_pachon,KAG9280689.1,NUDT4B,Drosophila_melanogaster,NP_648421.1,APS,3.68e-47,186.0,2.47e-47,186.0
3147,Astyanax_pachon,KAG9263772.1,NUDT6,Drosophila_melanogaster,NP_001285282.1,CG8128,1.09e-39,162.0,7.74e-40,162.0
4078,Astyanax_pachon,KAG9265042.1,NUDT8,Drosophila_melanogaster,NP_572927.1,CG11095,1.7400000000000003e-21,101.0,1.5300000000000002e-21,101.0
3462,Astyanax_pachon,KAG9264228.1,NUDT9,Drosophila_melanogaster,NP_660192.1,CG4098,3.3e-81,300.0,2.0699999999999998e-81,300.0
15890,Astyanax_pachon,KAG9280474.1,NUP107,Drosophila_melanogaster,NP_609446.1,NUP107,1.65e-123,442.0,1.02e-123,442.0
2269,Astyanax_pachon,KAG9262640.1,NUP133,Drosophila_melanogaster,NP_651080.2,NUP133,1.54e-100,366.0,1.0900000000000001e-100,366.0
2556,Astyanax_pachon,KAG9263065.1,NUP155,Drosophila_melanogaster,NP_001285827.1,NUP154,1.6100000000000002e-208,725.0,1.0600000000000002e-208,725.0
9770,Astyanax_pachon,KAG9272085.1,NUP160,Drosophila_melanogaster,NP_001285832.1,NUP160,1.0299999999999999e-147,523.0,7.040000000000001e-148,523.0
10536,Astyanax_pachon,KAG9273061.1,NUP205,Drosophila_melanogaster,NP_608362.2,NUP205,1.09e-214,746.0,7.65e-215,746.0
8067,Astyanax_pachon,KAG9269857.1,NUP210,Drosophila_melanogaster,NP_001260714.1,GP210,2.21e-118,426.0,1.48e-118,426.0
9538,Astyanax_pachon,KAG9271748.1,NUP35,Drosophila_melanogaster,NP_573314.1,NUP35,1.9799999999999998e-23,108.0,1.4e-23,108.0
15625,Astyanax_pachon,KAG9280171.1,NUP37,Drosophila_melanogaster,NP_001262950.1,NUP37,2.9100000000000002e-37,154.0,1.92e-37,154.0
17311,Astyanax_pachon,KAG9282434.1,NUP43,Drosophila_melanogaster,NP_650716.2,NUP43,5.05e-42,170.0,3.28e-42,170.0
15784,Astyanax_pachon,KAG9280395.1,NUP50,Drosophila_melanogaster,NP_610355.1,NUP50,7.63e-33,140.0,5.55e-33,140.0
5219,Astyanax_pachon,KAG9266365.1,NUP54,Drosophila_melanogaster,NP_610783.1,NUP54,3.06e-81,301.0,2.05e-81,301.0
14853,Astyanax_pachon,KAG9279243.1,NUP85,Drosophila_melanogaster,NP_611300.2,NUP75,6.38e-84,310.0,4.39e-84,310.0
17037,Astyanax_pachon,KAG9282028.1,NUP88,Drosophila_melanogaster,NP_524330.2,MBO,5.75e-55,214.0,3.6499999999999996e-55,214.0
4698,Astyanax_pachon,KAG9265797.1,NUP98,Drosophila_melanogaster,NP_001262885.1,NUP98-96,1.77e-170,599.0,1.2899999999999999e-170,599.0
10678,Astyanax_pachon,KAG9273240.1,NUTF2,Drosophila_melanogaster,NP_609878.1,NTF-2R,1.03e-20,97.8,6.46e-21,97.8
383,Astyanax_pachon,KAG9260084.1,NVL,Drosophila_melanogaster,NP_001261512.1,SMID,4.65e-168,590.0,3.0799999999999997e-168,590.0
5529,Astyanax_pachon,KAG9266722.1,NWD1,Drosophila_melanogaster,NP_650521.1,CG10185,6.0900000000000004e-117,421.0,4.38e-117,421.0
11426,Astyanax_pachon,KAG9274379.1,NWD2,Drosophila_melanogaster,NP_650521.1,CG10185,1.07e-112,407.0,7.18e-113,407.0
10120,Astyanax_pachon,KAG9272558.1,NXF1,Drosophila_melanogaster,NP_524660.1,SBR,1.7200000000000002e-72,272.0,1.21e-72,272.0
10113,Astyanax_pachon,KAG9272540.1,NXT2,Drosophila_melanogaster,NP_611833.1,NXT1,1.78e-26,117.0,1.1e-26,117.0
5116,Astyanax_pachon,KAG9266276.1,OACYL,Drosophila_melanogaster,NP_727670.1,CG32645,3.91e-38,158.0,3.2e-38,158.0
7799,Astyanax_pachon,KAG9269578.1,OARD1,Drosophila_melanogaster,NP_788554.1,TARG1,5.09e-33,139.0,3.01e-33,139.0
6286,Astyanax_pachon,KAG9267541.1,OAT,Drosophila_melanogaster,NP_649139.1,OAT,3.4000000000000004e-179,626.0,2.1200000000000002e-179,626.0
13539,Astyanax_pachon,KAG9277230.1,OCA2,Drosophila_melanogaster,NP_001260059.1,HOE1,3.56e-130,464.0,1.89e-130,464.0
7370,Astyanax_pachon,KAG9268815.1,ODC1,Drosophila_melanogaster,NP_477052.2,ODC1,1.07e-90,332.0,6.17e-91,332.0
10497,Astyanax_pachon,KAG9273009.1,ODF3,Drosophila_melanogaster,NP_001260238.1,CG8086,1.98e-14,77.8,1.36e-14,77.8
11960,Astyanax_pachon,KAG9275160.1,OGA,Drosophila_melanogaster,NP_650956.1,OGA,3.75e-167,587.0,2.76e-167,587.0
2494,Astyanax_pachon,KAG9263007.1,OGDH,Drosophila_melanogaster,NP_730223.1,OGDH,0.0,1258.0,0.0,1258.0
12150,Astyanax_pachon,KAG9275373.1,OGDHL,Drosophila_melanogaster,NP_730223.1,OGDH,0.0,1230.0,0.0,1230.0
5982,Astyanax_pachon,KAG9267211.1,OGFOD1,Drosophila_melanogaster,NP_733061.1,SUD1,4.47e-43,174.0,3.0700000000000004e-43,174.0
8486,Astyanax_pachon,KAG9270299.1,OGG1,Drosophila_melanogaster,NP_572499.2,OGG1,3.0899999999999997e-52,204.0,1.83e-52,204.0
9576,Astyanax_pachon,KAG9271864.1,OGT,Drosophila_melanogaster,NP_523620.1,SXC,2.5299999999999997e-230,797.0,1.7399999999999998e-230,797.0
13776,Astyanax_pachon,KAG9277588.1,OLA1,Drosophila_melanogaster,NP_001259389.1,CG1354,5.220000000000001e-163,572.0,3.5200000000000004e-163,572.0
13567,Astyanax_pachon,KAG9277256.1,OPA1,Drosophila_melanogaster,NP_725369.1,OPA1,6.52e-256,882.0,4.1299999999999995e-256,882.0
10328,Astyanax_pachon,KAG9272807.1,OPA3,Drosophila_melanogaster,NP_651192.1,CG13601,2.2800000000000002e-33,140.0,2.51e-33,140.0
6299,Astyanax_pachon,KAG9267554.1,OPLAH,Drosophila_melanogaster,NP_611675.2,CG4752,0.0,1531.0,0.0,1531.0
6700,Astyanax_pachon,KAG9268025.1,OPN4A,Drosophila_melanogaster,NP_524368.5,RH6,1.2e-49,196.0,5.04e-50,196.0
2554,Astyanax_pachon,KAG9263058.1,OPN4B,Drosophila_melanogaster,NP_524398.1,RH2,5.15e-51,200.0,3.25e-51,200.0
11060,Astyanax_pachon,KAG9273876.1,OPN4L,Drosophila_melanogaster,NP_524035.2,RH7,1.31e-47,189.0,8.44e-48,189.0
8678,Astyanax_pachon,KAG9270590.1,ORAI1,Drosophila_melanogaster,NP_611273.1,ORAI,2.75e-57,220.0,2.86e-57,220.0
17049,Astyanax_pachon,KAG9282055.1,ORAI2,Drosophila_melanogaster,NP_611273.1,ORAI,3.4099999999999996e-54,210.0,2.9199999999999997e-54,210.0
5789,Astyanax_pachon,KAG9267008.1,ORC2,Drosophila_melanogaster,NP_731873.1,ORC2,1.4799999999999999e-90,332.0,9.68e-91,332.0
7298,Astyanax_pachon,KAG9268755.1,ORC3,Drosophila_melanogaster,NP_476904.1,ORC3,1.09e-85,316.0,7.4e-86,316.0
13742,Astyanax_pachon,KAG9277540.1,ORC4,Drosophila_melanogaster,NP_477320.1,ORC4,2.12e-84,311.0,1.51e-84,311.0
15896,Astyanax_pachon,KAG9280482.1,ORC5,Drosophila_melanogaster,NP_477132.1,ORC5,3.13e-67,254.0,2.1799999999999998e-67,254.0
1287,Astyanax_pachon,KAG9261240.1,ORC6,Drosophila_melanogaster,NP_477319.1,ORC6,2.3e-13,74.3,1.51e-13,74.3
15296,Astyanax_pachon,KAG9279828.1,ORCT,Drosophila_melanogaster,NP_001262908.1,ORCT,2.3e-102,371.0,1.56e-102,371.0
6735,Astyanax_pachon,KAG9268066.1,ORMDL3,Drosophila_melanogaster,NP_730669.1,ORMDL,5.2100000000000005e-43,172.0,3.5300000000000003e-43,172.0
348,Astyanax_pachon,KAG9260000.1,OSBP,Drosophila_melanogaster,NP_477271.1,OSBP,1.25e-194,678.0,8.57e-195,678.0
16600,Astyanax_pachon,KAG9281375.1,OSBPL10,Drosophila_melanogaster,NP_001260838.1,CG1513,4.96e-95,347.0,2.2399999999999998e-95,347.0
9433,Astyanax_pachon,KAG9271612.1,OSBPL11,Drosophila_melanogaster,NP_001260838.1,CG1513,1.01e-97,356.0,4.38e-98,356.0
7909,Astyanax_pachon,KAG9269698.1,OSBPL1A,Drosophila_melanogaster,NP_611865.1,CG3860,1.13e-115,415.0,7.37e-116,415.0
7732,Astyanax_pachon,KAG9269446.1,OSBPL2,Drosophila_melanogaster,NP_611865.1,CG3860,1.0200000000000001e-117,422.0,5.76e-118,422.0
15927,Astyanax_pachon,KAG9280509.1,OSBPL8,Drosophila_melanogaster,NP_650878.4,ORP8,1.57e-207,721.0,1.0099999999999999e-207,721.0
8900,Astyanax_pachon,KAG9270865.1,OSBPL9,Drosophila_melanogaster,NP_610534.3,CG1513,1.61e-186,651.0,1.15e-186,651.0
15993,Astyanax_pachon,KAG9280606.1,OSGEP,Drosophila_melanogaster,NP_648880.1,TCS3,4.1699999999999996e-141,499.0,2.9099999999999997e-141,499.0
9526,Astyanax_pachon,KAG9271721.1,OSGEPL1,Drosophila_melanogaster,NP_001245765.1,TCS4,6.55e-74,276.0,4.6199999999999995e-74,276.0
11325,Astyanax_pachon,KAG9274205.1,OSTC,Drosophila_melanogaster,NP_001259997.1,CG9662,7.74e-48,188.0,5.21e-48,188.0
11384,Astyanax_pachon,KAG9274301.1,OTUB1,Drosophila_melanogaster,NP_609375.1,CG4968,2.86e-72,270.0,1.89e-72,270.0
15148,Astyanax_pachon,KAG9279688.1,OTUD6B,Drosophila_melanogaster,NP_648769.2,CG7857,8.059999999999999e-42,169.0,5.7099999999999995e-42,169.0
3137,Astyanax_pachon,KAG9263734.1,OVCA2,Drosophila_melanogaster,NP_650895.1,CG5412,3.78e-26,117.0,2.3e-26,117.0
11399,Astyanax_pachon,KAG9274345.1,OXA1L,Drosophila_melanogaster,NP_648417.1,OXA1L,1.03e-77,289.0,6.08e-78,289.0
8682,Astyanax_pachon,KAG9270600.1,OXCT1,Drosophila_melanogaster,NP_647683.1,SCOT,7.16e-185,645.0,4.8400000000000004e-185,645.0
14688,Astyanax_pachon,KAG9278976.1,OXSM,Drosophila_melanogaster,NP_649565.1,CG12170,8.98e-115,412.0,5.68e-115,412.0
17973,Astyanax_pachon,KAG9283296.1,OXSR1,Drosophila_melanogaster,NP_001138077.1,FRAY,4.57e-155,546.0,3.28e-155,546.0
7002,Astyanax_pachon,KAG9268410.1,P4HA1,Drosophila_melanogaster,NP_733371.1,PH4ALPHAEFB,1.7199999999999998e-138,491.0,1.18e-138,491.0
13662,Astyanax_pachon,KAG9277422.1,P4HB,Drosophila_melanogaster,NP_001287070.1,PDI,7.38e-151,532.0,4.84e-151,532.0
13379,Astyanax_pachon,KAG9277051.1,PA2G4,Drosophila_melanogaster,NP_001286949.1,CG10576,1.21e-113,408.0,8.11e-114,408.0
84,Astyanax_pachon,KAG9259597.1,PABPC1A,Drosophila_melanogaster,NP_476667.1,PABP,6.91e-187,652.0,4.65e-187,652.0
6941,Astyanax_pachon,KAG9268297.1,PABPC4,Drosophila_melanogaster,NP_476667.1,PABP,5.409999999999999e-189,659.0,3.63e-189,659.0
17927,Astyanax_pachon,KAG9283241.1,PABPN1-B,Drosophila_melanogaster,NP_476902.1,PABP2,1.94e-42,171.0,1.03e-42,171.0
6910,Astyanax_pachon,KAG9268246.1,PACRG,Drosophila_melanogaster,NP_611428.1,CG15120,2.5999999999999997e-69,260.0,2.2799999999999999e-69,260.0
4628,Astyanax_pachon,KAG9265752.1,PACS1,Drosophila_melanogaster,NP_001163709.2,KRT95D,1e-96,353.0,8.460000000000001e-97,353.0
5272,Astyanax_pachon,KAG9266427.1,PACS2,Drosophila_melanogaster,NP_001163709.2,KRT95D,1.6499999999999997e-95,349.0,1.3499999999999999e-95,349.0
13278,Astyanax_pachon,KAG9276912.1,PACSIN1B,Drosophila_melanogaster,NP_788697.1,SYND,1.7e-86,318.0,1.2700000000000001e-86,318.0
15779,Astyanax_pachon,KAG9280382.1,PACSIN2,Drosophila_melanogaster,NP_788697.1,SYND,6.099999999999999e-82,303.0,4.15e-82,303.0
4344,Astyanax_pachon,KAG9265338.1,PAFAH1B2,Drosophila_melanogaster,NP_525089.2,PAF-AHALPHA,3.55e-55,213.0,2.3399999999999997e-55,213.0
12568,Astyanax_pachon,KAG9275982.1,PAFAH1B3,Drosophila_melanogaster,NP_525089.2,PAF-AHALPHA,1.07e-56,218.0,7.32e-57,218.0
15630,Astyanax_pachon,KAG9280173.1,PAH,Drosophila_melanogaster,NP_001014573.1,HN,9.91e-156,548.0,6.65e-156,548.0
12360,Astyanax_pachon,KAG9275642.1,PAIP2B,Drosophila_melanogaster,NP_001262515.1,PAIP2,7.82e-07,51.6,4.98e-07,51.6
10377,Astyanax_pachon,KAG9272855.1,PAK1,Drosophila_melanogaster,NP_001262309.1,PAK,2.8899999999999997e-168,590.0,2.38e-168,590.0
12458,Astyanax_pachon,KAG9275803.1,PAK1IP1,Drosophila_melanogaster,NP_573019.1,CG12608,5.2900000000000004e-33,140.0,4.36e-33,140.0
16661,Astyanax_pachon,KAG9281557.1,PAK3,Drosophila_melanogaster,NP_001262309.1,PAK,1.18e-164,578.0,9.75e-165,578.0
17619,Astyanax_pachon,KAG9282880.1,PAK5,Drosophila_melanogaster,NP_523375.2,MBT,4.7700000000000005e-144,510.0,2.61e-144,510.0
3742,Astyanax_pachon,KAG9264547.1,PAM16,Drosophila_melanogaster,NP_001287349.1,BLP,4.95e-25,112.0,3.72e-25,112.0
18016,Astyanax_pachon,KAG9283347.1,PAN3,Drosophila_melanogaster,NP_728804.1,PAN3,3.4100000000000002e-133,474.0,2.08e-133,474.0
6983,Astyanax_pachon,KAG9268395.1,PANK1,Drosophila_melanogaster,NP_730526.1,FBL,4.71e-134,476.0,2.82e-134,476.0
12005,Astyanax_pachon,KAG9275211.1,PANK2,Drosophila_melanogaster,NP_730526.1,FBL,3.6600000000000005e-133,473.0,2.25e-133,473.0
17790,Astyanax_pachon,KAG9283088.1,PAPOLA,Drosophila_melanogaster,NP_001036562.1,HRG,3.25e-177,620.0,2.08e-177,620.0
12202,Astyanax_pachon,KAG9275414.1,PAPOLG,Drosophila_melanogaster,NP_001036562.1,HRG,6.49e-186,649.0,3.87e-186,649.0
12348,Astyanax_pachon,KAG9275621.1,PAPSS1,Drosophila_melanogaster,NP_001262072.1,PAPSS,2.5000000000000003e-226,783.0,1.6900000000000002e-226,783.0
6410,Astyanax_pachon,KAG9267701.1,PAPSS2,Drosophila_melanogaster,NP_001262072.1,PAPSS,3.66e-234,809.0,2.53e-234,809.0
2782,Astyanax_pachon,KAG9263281.1,PAQR3,Drosophila_melanogaster,NP_001262577.1,CG7530,9.819999999999999e-55,212.0,7.1e-55,212.0
3393,Astyanax_pachon,KAG9264105.1,PAQR4,Drosophila_melanogaster,NP_001163764.1,CG33203,2.11e-55,214.0,2.3399999999999997e-55,214.0
12159,Astyanax_pachon,KAG9275374.1,PARG,Drosophila_melanogaster,NP_001245511.1,PARG,4.94e-119,427.0,2.86e-119,427.0
492,Astyanax_pachon,KAG9260230.1,PARK7,Drosophila_melanogaster,NP_610916.1,DJ-1ALPHA,3.93e-47,186.0,3.03e-47,186.0
14549,Astyanax_pachon,KAG9278806.1,PARL,Drosophila_melanogaster,NP_001286324.1,RHO-7,1.84e-62,238.0,1.09e-62,238.0
17755,Astyanax_pachon,KAG9283031.1,PARP1,Drosophila_melanogaster,NP_001104452.1,PARP1,6.66e-194,676.0,4.3500000000000005e-194,676.0
13610,Astyanax_pachon,KAG9277330.1,PARS2,Drosophila_melanogaster,NP_647737.1,PRORS-M,2.66e-97,354.0,1.71e-97,354.0
9684,Astyanax_pachon,KAG9271974.1,PARVA,Drosophila_melanogaster,NP_001285464.1,PARVIN,6.1600000000000004e-105,379.0,4.09e-105,379.0
9700,Astyanax_pachon,KAG9271990.1,PAX6A,Drosophila_melanogaster,NP_524638.3,TOY,3.59e-108,390.0,2.95e-108,390.0
7843,Astyanax_pachon,KAG9269630.1,PAX7,Drosophila_melanogaster,NP_523863.1,GSB,1.2699999999999999e-81,302.0,7.179999999999999e-82,302.0
3016,Astyanax_pachon,KAG9263573.1,PAXBP1,Drosophila_melanogaster,NP_649689.1,CG1965,4.34e-87,321.0,2.9e-87,321.0
2862,Astyanax_pachon,KAG9263375.1,PBDC1,Drosophila_melanogaster,NP_649318.1,CG7519,2.14e-35,147.0,1.23e-35,147.0
17787,Astyanax_pachon,KAG9283079.1,PBK,Drosophila_melanogaster,NP_573239.1,CG8173,1.36e-49,195.0,1.09e-49,195.0
13341,Astyanax_pachon,KAG9277004.1,PBRM1,Drosophila_melanogaster,NP_651288.1,POLYBROMO,1.03e-230,799.0,6.8e-231,799.0
14581,Astyanax_pachon,KAG9278851.1,PBX1,Drosophila_melanogaster,NP_001259592.1,EXD,1.46e-129,461.0,8.66e-130,461.0
8456,Astyanax_pachon,KAG9270283.1,PBX3,Drosophila_melanogaster,NP_001259592.1,EXD,8.04e-127,452.0,4.43e-127,452.0
4757,Astyanax_pachon,KAG9265858.1,PC,Drosophila_melanogaster,NP_610527.1,PCB,0.0,1652.0,0.0,1652.0
12208,Astyanax_pachon,KAG9275419.1,PCBD1,Drosophila_melanogaster,NP_477360.2,PCD,1.5700000000000001e-26,117.0,1.58e-26,117.0
4997,Astyanax_pachon,KAG9266157.1,PCBD2,Drosophila_melanogaster,NP_477360.2,PCD,2.63e-25,113.0,2.53e-25,113.0
8469,Astyanax_pachon,KAG9270292.1,PCBP2,Drosophila_melanogaster,NP_001262197.1,MUB,1.94e-85,314.0,1.47e-85,314.0
9476,Astyanax_pachon,KAG9271661.1,PCBP3,Drosophila_melanogaster,NP_001262197.1,MUB,5.47e-83,306.0,3.77e-83,306.0
6045,Astyanax_pachon,KAG9267307.1,PCDH15,Drosophila_melanogaster,NP_001189311.1,CAD99C,1.6799999999999998e-126,453.0,1.0099999999999999e-126,453.0
16423,Astyanax_pachon,KAG9281157.1,PCGF3,Drosophila_melanogaster,NP_001246797.1,L(3)73AH,1.37e-74,278.0,6.27e-75,278.0
2040,Astyanax_pachon,KAG9262331.1,PCID2,Drosophila_melanogaster,NP_648486.1,PCID2,1.6500000000000001e-105,381.0,1.1e-105,381.0
13296,Astyanax_pachon,KAG9276943.1,PCIF1,Drosophila_melanogaster,NP_649254.2,PCIF1,1.22e-160,565.0,1.0400000000000001e-160,565.0
14030,Astyanax_pachon,KAG9277848.1,PCK1,Drosophila_melanogaster,NP_523784.2,PEPCK1,2.17e-244,843.0,1.51e-244,843.0
12459,Astyanax_pachon,KAG9275804.1,PCK2,Drosophila_melanogaster,NP_001097367.1,PEPCK2,1.0899999999999998e-216,751.0,6.51e-217,751.0
17310,Astyanax_pachon,KAG9282433.1,PCMT,Drosophila_melanogaster,NP_536756.1,PCMT,6.18e-63,239.0,3.51e-63,239.0
2866,Astyanax_pachon,KAG9263395.1,PCNA,Drosophila_melanogaster,NP_476905.1,PCNA,1.76e-101,367.0,1.19e-101,367.0
11769,Astyanax_pachon,KAG9274970.1,PCNX1,Drosophila_melanogaster,NP_001259182.1,PCX,0.0,1105.0,0.0,1105.0
11698,Astyanax_pachon,KAG9274835.1,PCSK2,Drosophila_melanogaster,NP_477318.1,AMON,2.89e-211,733.0,1.98e-211,733.0
8548,Astyanax_pachon,KAG9270388.1,PCSK5,Drosophila_melanogaster,NP_001162774.1,FUR2,1.3799999999999999e-178,626.0,8.15e-179,626.0
5361,Astyanax_pachon,KAG9266518.1,PCSK6,Drosophila_melanogaster,NP_001162774.1,FUR2,1.7799999999999998e-170,598.0,2.19e-170,598.0
10358,Astyanax_pachon,KAG9272847.1,PCYT1A,Drosophila_melanogaster,NP_001261264.1,PCYT1,5.7900000000000005e-80,296.0,5.6600000000000004e-80,296.0
4708,Astyanax_pachon,KAG9265805.1,PCYT1B,Drosophila_melanogaster,NP_001261264.1,PCYT1,5.2800000000000005e-77,286.0,5.8000000000000005e-77,286.0
3758,Astyanax_pachon,KAG9264573.1,PCYT2,Drosophila_melanogaster,NP_723790.2,PECT,3.26e-136,483.0,2.09e-136,483.0
46,Astyanax_pachon,KAG9259506.1,PDAP1,Drosophila_melanogaster,NP_001188753.1,CG4438,7.07e-15,78.6,5.65e-15,78.6
11124,Astyanax_pachon,KAG9273943.1,PDCD10,Drosophila_melanogaster,NP_650459.1,CCM3,1.43e-42,171.0,9.520000000000001e-43,171.0
12237,Astyanax_pachon,KAG9275461.1,PDCD2,Drosophila_melanogaster,NP_001286828.1,ZFRP8,5.2599999999999994e-61,233.0,3.45e-61,233.0
16379,Astyanax_pachon,KAG9281106.1,PDCD2L,Drosophila_melanogaster,NP_650205.1,TRUS,4.48e-26,117.0,4e-26,117.0
1235,Astyanax_pachon,KAG9261143.1,PDCD4,Drosophila_melanogaster,NP_001096977.1,PDCD4,1.84e-83,308.0,1.34e-83,308.0
10463,Astyanax_pachon,KAG9272956.1,PDCD5,Drosophila_melanogaster,NP_648848.1,PDCD-5,4.0500000000000005e-21,99.0,2.8800000000000002e-21,99.0
12460,Astyanax_pachon,KAG9275808.1,PDCD6,Drosophila_melanogaster,NP_001104459.2,ALG-2,5.3300000000000006e-64,242.0,3.45e-64,242.0
15299,Astyanax_pachon,KAG9279836.1,PDCD6IP,Drosophila_melanogaster,NP_651582.1,ALIX,5.760000000000001e-163,573.0,3.71e-163,573.0
4928,Astyanax_pachon,KAG9266049.1,PDCL,Drosophila_melanogaster,NP_648786.1,CG7650,4.6e-30,130.0,2.78e-30,130.0
8979,Astyanax_pachon,KAG9270961.1,PDCL3,Drosophila_melanogaster,NP_524032.2,VIAF,1.09e-62,238.0,7.45e-63,238.0
13108,Astyanax_pachon,KAG9276676.1,PDE11A,Drosophila_melanogaster,NP_001188838.1,PDE11,3.03e-191,667.0,2.4999999999999997e-191,667.0
470,Astyanax_pachon,KAG9260202.1,PDE12,Drosophila_melanogaster,NP_723735.2,CG31759,9.32e-83,306.0,5.93e-83,306.0
9569,Astyanax_pachon,KAG9271817.1,PDE1A,Drosophila_melanogaster,NP_609520.1,PDE1C,1.35e-127,455.0,8.909999999999999e-128,455.0
12934,Astyanax_pachon,KAG9276489.1,PDE1C,Drosophila_melanogaster,NP_001245994.1,PDE1C,2.2699999999999998e-147,521.0,1.8999999999999999e-147,521.0
15565,Astyanax_pachon,KAG9280107.1,PDE4A,Drosophila_melanogaster,NP_726858.2,DNC,4.54e-206,716.0,3.24e-206,716.0
13604,Astyanax_pachon,KAG9277326.1,PDE4B,Drosophila_melanogaster,NP_726850.1,DNC,1.7300000000000001e-208,724.0,1.6400000000000001e-208,724.0
8954,Astyanax_pachon,KAG9270944.1,PDE4D,Drosophila_melanogaster,NP_726858.2,DNC,1.13e-209,728.0,7.900000000000001e-210,728.0
11240,Astyanax_pachon,KAG9274094.1,PDE5A,Drosophila_melanogaster,NP_001188838.1,PDE11,1.75e-195,681.0,1.5300000000000001e-195,681.0
13611,Astyanax_pachon,KAG9277332.1,PDE6D,Drosophila_melanogaster,NP_609246.1,PRBP,1.45e-49,194.0,8.24e-50,194.0
10826,Astyanax_pachon,KAG9273504.1,PDE8A,Drosophila_melanogaster,NP_726351.1,PDE8,5.09e-141,500.0,3.37e-141,500.0
4888,Astyanax_pachon,KAG9266005.1,PDE8B,Drosophila_melanogaster,NP_726351.1,PDE8,1.68e-142,505.0,1.05e-142,505.0
10549,Astyanax_pachon,KAG9273084.1,PDF,Drosophila_melanogaster,NP_731495.1,CG31373,4.26e-43,173.0,2.24e-43,173.0
18043,Astyanax_pachon,KAG9283373.1,PDHA1,Drosophila_melanogaster,NP_572181.4,PDHA,1.44e-123,441.0,9.63e-124,441.0
555,Astyanax_pachon,KAG9260334.1,PDHB,Drosophila_melanogaster,NP_651668.1,PDHB,1.46e-136,484.0,1e-136,484.0
10018,Astyanax_pachon,KAG9272441.1,PDIA3,Drosophila_melanogaster,NP_725084.2,ERP60,2.16e-127,454.0,1.44e-127,454.0
9108,Astyanax_pachon,KAG9271141.1,PDIA5,Drosophila_melanogaster,NP_609645.2,CG9302,4.28e-108,390.0,2.77e-108,390.0
7372,Astyanax_pachon,KAG9268818.1,PDIA6,Drosophila_melanogaster,NP_001285979.1,CABP1,1.37e-141,501.0,9.07e-142,501.0
9322,Astyanax_pachon,KAG9271455.1,PDK1,Drosophila_melanogaster,NP_001246224.1,PDK,2.39e-119,427.0,1.63e-119,427.0
6536,Astyanax_pachon,KAG9267834.1,PDK2,Drosophila_melanogaster,NP_001097240.1,PDK,1.88e-121,434.0,1.3e-121,434.0
4704,Astyanax_pachon,KAG9265804.1,PDK3,Drosophila_melanogaster,NP_001097240.1,PDK,4.77e-119,426.0,3.3399999999999997e-119,426.0
153,Astyanax_pachon,KAG9259678.1,PDLIM3,Drosophila_melanogaster,NP_001163163.1,ZASP52,1.81e-35,148.0,1.72e-35,148.0
18158,Astyanax_pachon,KAG9283601.1,PDP1,Drosophila_melanogaster,NP_001245567.1,PDP,9.94e-87,319.0,6.1e-87,319.0
12707,Astyanax_pachon,KAG9276207.1,PDPK1,Drosophila_melanogaster,NP_525121.2,PDK1,5.17e-115,413.0,4.89e-115,413.0
10465,Astyanax_pachon,KAG9272961.1,PDPR,Drosophila_melanogaster,NP_572162.2,CG3626,2.01e-211,734.0,1.42e-211,734.0
521,Astyanax_pachon,KAG9260288.1,PDRG1,Drosophila_melanogaster,NP_610538.1,PDRG1,1.16e-10,64.3,7.97e-11,64.3
13194,Astyanax_pachon,KAG9276766.1,PDSS1,Drosophila_melanogaster,NP_001287619.1,QLESS,1.81e-96,351.0,1.3e-96,351.0
11753,Astyanax_pachon,KAG9274936.1,PDSS2,Drosophila_melanogaster,NP_001287138.1,PDSS2,2.3e-63,241.0,1.74e-63,241.0
3335,Astyanax_pachon,KAG9264017.1,PDXDC1,Drosophila_melanogaster,NP_608450.1,CG1486,3.81e-81,301.0,2.87e-81,301.0
9492,Astyanax_pachon,KAG9271682.1,PDXK,Drosophila_melanogaster,NP_996031.1,PDXK,1.31e-71,268.0,8.790000000000001e-72,268.0
6966,Astyanax_pachon,KAG9268344.1,PDZD8,Drosophila_melanogaster,NP_572771.1,PDZD8,2.9599999999999998e-53,209.0,1.73e-53,209.0
