,# Pachon.faa,a,Ast.faa,b ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
7943,KAG9264575.1,AXIN2,XP_022527135.2,AXIN2,0.0,1640.0,0.0,1640.0
7997,KAG9264613.1,SEC14L1,XP_022527138.2,LOC111192965,0.0,1397.0,0.0,1397.0
7964,KAG9264590.1,OTOP2,XP_022527139.2,OTOP2,0.0,1165.0,0.0,1165.0
7961,KAG9264588.1,TRIM16,XP_022527142.2,LOC111192966,0.0,1047.0,0.0,1047.0
7972,KAG9264594.1,FSCN1,XP_022527144.2,FSCN2A,2.45e-258,890.0,8.15e-259,890.0
7962,KAG9264589.1,USH1G,XP_022527145.1,USH1GA,5.84e-231,799.0,1.94e-231,799.0
7963,KAG9264589.1,USH1G,XP_022527146.1,USH1GA,5.84e-231,799.0,1.94e-231,799.0
7999,KAG9264614.1,NPTX1,XP_022527147.2,NPTX1L,5.48e-231,799.0,1.83e-231,799.0
7958,KAG9264585.1,HTR3A,XP_022527148.2,LOC111192968,4.919999999999999e-240,829.0,1.6299999999999998e-240,829.0
7956,KAG9264583.1,HTR3C,XP_022527149.1,LOC107197389,2.04e-230,797.0,6.76e-231,797.0
7993,KAG9264608.1,PRPSAP1,XP_022527151.1,PRPSAP1,1.83e-196,684.0,6.3e-197,684.0
7992,KAG9264608.1,PRPSAP1,XP_022527153.1,PRPSAP1,1.79e-199,694.0,5.94e-200,694.0
7985,KAG9264603.1,TSPAN10,XP_022527154.2,LOC103029149,6.389999999999999e-180,629.0,2.1199999999999998e-180,629.0
7957,KAG9264584.1,HTR3A,XP_022527155.2,LOC111192970,6.1e-241,832.0,2.0199999999999997e-241,832.0
7991,KAG9264607.1,DHRS7CB,XP_022527156.2,LOC111192971,2.62e-167,587.0,8.69e-168,587.0
7983,KAG9264601.1,TIMP2,XP_022527161.2,TIMP2B,2.42e-128,457.0,8.030000000000001e-129,457.0
7975,KAG9264597.1,TMEM235,XP_022527162.2,LOC111192973,1.74e-111,401.0,5.71e-112,401.0
7959,KAG9264586.1,KAG9264586.1,XP_022527163.2,ZGC:112148,7.789999999999999e-108,389.0,2.16e-108,389.0
12612,KAG9267623.1,RAC1,XP_022527164.2,RAC1B,5.03e-107,386.0,1.67e-107,386.0
7988,KAG9264605.1,NATD1,XP_022527165.2,LOC111192976,1.34e-80,298.0,3.96e-81,298.0
7989,KAG9264605.1,NATD1,XP_022527166.2,LOC111192976,1.34e-80,298.0,3.96e-81,298.0
7990,KAG9264605.1,NATD1,XP_022527167.2,LOC111192976,8.560000000000001e-79,292.0,2.5100000000000002e-79,292.0
7974,KAG9264596.1,BIRC5.2,XP_022527170.1,LOC111192978,4.5700000000000004e-80,296.0,1.5200000000000001e-80,296.0
7966,KAG9264592.1,KAG9264592.1,XP_022527172.2,LOC111192979,7.84e-55,212.0,2.6e-55,212.0
7947,KAG9264578.1,SMIM10L2A,XP_022527173.1,LOC103043390,7.999999999999999e-30,128.0,2.6599999999999998e-30,128.0
7950,KAG9264581.1,RAC1,XP_022527174.2,RAC1B,1.26e-107,388.0,4.17e-108,388.0
8199,KAG9264752.1,FBXO15,XP_022527176.2,ZGC:161973,3.91e-297,1019.0,1.2999999999999999e-297,1019.0
8007,KAG9264619.1,CDR2L,XP_022527178.1,CDR2L,4.25e-239,826.0,1.41e-239,826.0
8005,KAG9264618.1,ARHGDIA,XP_022527180.1,ARHGDIA,2.25e-111,401.0,5.39e-112,401.0
8006,KAG9264618.1,ARHGDIA,XP_022527181.1,ARHGDIA,2.25e-111,401.0,5.39e-112,401.0
32305,KAG9280477.1,CD36,XP_022527183.1,CD36,4.04e-276,949.0,1.3400000000000001e-276,949.0
32306,KAG9280478.1,SEMA3C,XP_022527184.2,SEMA3C,0.0,1510.0,0.0,1510.0
32316,KAG9280484.1,GOLGB1,XP_022527186.2,GOLGB1,0.0,4177.0,0.0,4177.0
32317,KAG9280484.1,GOLGB1,XP_022527187.2,GOLGB1,0.0,4171.0,0.0,4171.0
32321,KAG9280487.1,PPFIA2,XP_022527189.2,PPFIA2,0.0,2264.0,0.0,2264.0
32326,KAG9280487.1,PPFIA2,XP_022527196.2,PPFIA2,0.0,2211.0,0.0,2211.0
32325,KAG9280487.1,PPFIA2,XP_022527200.2,PPFIA2,0.0,2212.0,0.0,2212.0
32334,KAG9280492.1,PPP1R12A,XP_022527205.1,PPP1R12A,0.0,1440.0,0.0,1440.0
32333,KAG9280492.1,PPP1R12A,XP_022527207.1,PPP1R12A,0.0,1475.0,0.0,1475.0
32339,KAG9280494.1,SYT1,XP_022527214.1,SYT1A,8.22e-230,795.0,2.75e-230,795.0
32337,KAG9280494.1,SYT1,XP_022527215.1,SYT1A,2.57e-231,800.0,8.53e-232,800.0
32344,KAG9280495.1,NAV3,XP_022527217.2,NAV3,0.0,3911.0,0.0,3911.0
32343,KAG9280495.1,NAV3,XP_022527218.2,NAV3,0.0,3913.0,0.0,3913.0
32346,KAG9280495.1,NAV3,XP_022527219.2,NAV3,0.0,3910.0,0.0,3910.0
32345,KAG9280495.1,NAV3,XP_022527220.2,NAV3,0.0,3911.0,0.0,3911.0
32341,KAG9280495.1,NAV3,XP_022527221.2,NAV3,0.0,3951.0,0.0,3951.0
32342,KAG9280495.1,NAV3,XP_022527222.2,NAV3,0.0,3951.0,0.0,3951.0
32348,KAG9280495.1,NAV3,XP_022527223.2,NAV3,0.0,3794.0,0.0,3794.0
32395,KAG9280530.1,AGBL5,XP_022527225.1,AGBL5,0.0,1641.0,0.0,1641.0
32396,KAG9280530.1,AGBL5,XP_022527226.1,AGBL5,0.0,1641.0,0.0,1641.0
32397,KAG9280530.1,AGBL5,XP_022527227.1,AGBL5,0.0,1641.0,0.0,1641.0
32398,KAG9280530.1,AGBL5,XP_022527228.1,AGBL5,0.0,1641.0,0.0,1641.0
32399,KAG9280532.1,KAG9280532.1,XP_022527236.2,LOC103041329,0.0,1462.0,0.0,1462.0
32400,KAG9280532.1,KAG9280532.1,XP_022527237.2,LOC103041329,0.0,1462.0,0.0,1462.0
32401,KAG9280533.1,MSGN1,XP_022527240.1,MSGN1,2.04e-79,294.0,6.76e-80,294.0
32403,KAG9280534.1,MRPS10,XP_022527241.2,MRPS10,1.12e-103,375.0,3.72e-104,375.0
32402,KAG9280534.1,MRPS10,XP_022527242.2,MRPS10,3.4900000000000004e-105,380.0,1.16e-105,380.0
32404,KAG9280535.1,CD63,XP_022527243.1,LOC103040407,2.79e-137,487.0,9.159999999999999e-138,487.0
32405,KAG9280535.1,CD63,XP_022527244.1,LOC103040407,2.79e-137,487.0,9.159999999999999e-138,487.0
32414,KAG9280543.1,PTPRB,XP_022527247.2,PTPRB,0.0,3808.0,0.0,3808.0
32416,KAG9280545.1,COG5,XP_022527248.2,COG5,0.0,1566.0,0.0,1566.0
32451,KAG9280569.1,CCDC167,XP_022527254.2,CCDC167,1.35e-45,181.0,4.47e-46,181.0
32463,KAG9280576.1,TBK1,XP_022527257.2,TBK1,0.0,1436.0,0.0,1436.0
32472,KAG9280581.1,SYN3,XP_022527268.2,SYN3,1.34e-233,808.0,4.46e-234,808.0
32475,KAG9280584.1,PARP12,XP_022527269.2,LOC107197793,0.0,1530.0,0.0,1530.0
32476,KAG9280585.1,PARP12,XP_022527270.2,LOC103028371,0.0,1953.0,0.0,1953.0
32483,KAG9280589.1,KAG9280589.1,XP_022527271.2,LOC111193004,2.88e-78,290.0,1.91e-78,290.0
32502,KAG9280603.1,TSPAN7,XP_022527278.2,LOC111193006,1.7200000000000001e-211,734.0,5.72e-212,734.0
32500,KAG9280601.1,FGL1,XP_022527279.2,LOC103035119,6.54e-162,569.0,1.97e-162,569.0
7007,KAG9263882.1,GRAP2,XP_022527280.2,GRAP2A,3.7400000000000003e-166,583.0,1.2400000000000001e-166,583.0
32705,KAG9280713.1,CSPG4,XP_022527281.2,CSPG4,0.0,4392.0,0.0,4392.0
32699,KAG9280709.1,SIN3A,XP_022527282.1,SIN3AA,0.0,2330.0,0.0,2330.0
32700,KAG9280709.1,SIN3A,XP_022527283.1,SIN3AA,0.0,2330.0,0.0,2330.0
32701,KAG9280709.1,SIN3A,XP_022527284.1,SIN3AA,0.0,2330.0,0.0,2330.0
32295,KAG9280475.1,MAGI2,XP_022527292.2,MAGI2A,0.0,2583.0,0.0,2583.0
7012,KAG9263885.1,RAC2,XP_022527296.1,RAC2,3.9300000000000003e-109,393.0,1.3000000000000002e-109,393.0
32289,KAG9280469.1,TRHDE,XP_022527297.2,LOC103029429,0.0,2019.0,0.0,2019.0
32283,KAG9280465.1,CELF2,XP_022527302.1,CELF2,8.330000000000001e-266,915.0,2.77e-266,915.0
7013,KAG9263886.1,SULT3A1,XP_022527325.1,SULT3ST1,2.31e-167,587.0,7.679999999999999e-168,587.0
7015,KAG9263888.1,APOLD1,XP_022527335.2,APOL,5.26e-295,1012.0,1.75e-295,1012.0
32775,KAG9280750.1,CPEB1,XP_022527337.1,CPEB1A,0.0,1126.0,0.0,1126.0
32776,KAG9280750.1,CPEB1,XP_022527338.1,CPEB1A,0.0,1078.0,0.0,1078.0
7016,KAG9263889.1,APOLD1,XP_022527339.2,LOC111193009,1.25e-252,871.0,4.51e-253,871.0
32765,KAG9280746.1,AP3B2,XP_022527340.2,LOC103041601,0.0,1946.0,0.0,1946.0
32763,KAG9280746.1,AP3B2,XP_022527341.2,LOC103041601,0.0,1959.0,0.0,1959.0
32766,KAG9280746.1,AP3B2,XP_022527342.2,LOC103041601,0.0,1929.0,0.0,1929.0
32768,KAG9280746.1,AP3B2,XP_022527343.2,LOC103041601,0.0,1924.0,0.0,1924.0
32769,KAG9280746.1,AP3B2,XP_022527344.2,LOC103041601,0.0,1920.0,0.0,1920.0
32767,KAG9280746.1,AP3B2,XP_022527345.2,LOC103041601,0.0,1924.0,0.0,1924.0
7017,KAG9263889.1,APOLD1,XP_022527346.2,LOC111193009,1.25e-252,871.0,4.16e-253,871.0
32760,KAG9280745.1,RBPMS2A,XP_022527347.1,RBPMS2A,2.55e-113,407.0,8.46e-114,407.0
32762,KAG9280745.1,RBPMS2A,XP_022527349.1,RBPMS2A,1.67e-108,391.0,5.41e-109,391.0
32758,KAG9280744.1,PSMA4,XP_022527351.1,PSMA4,3.45e-135,480.0,1.15e-135,480.0
32721,KAG9280721.1,PEAK1,XP_022527359.2,PEAK1,0.0,3256.0,0.0,3256.0
7019,KAG9263893.1,KAG9263893.1,XP_022527360.2,LOC111193013,1.88e-278,957.0,5.8299999999999996e-279,957.0
32718,KAG9280719.1,HMG20A,XP_022527363.1,HMG20A,2.24e-145,514.0,7.44e-146,514.0
32575,KAG9280643.1,CDHR5,XP_022527368.2,CDHR5-RS,0.0,1042.0,0.0,1042.0
32574,KAG9280642.1,IRF5,XP_022527369.2,IRF5,6.330000000000001e-281,965.0,2.1000000000000002e-281,965.0
32576,KAG9280644.1,DRD4,XP_022527370.2,DRD4-RS,2.53e-240,830.0,8.4e-241,830.0
7020,KAG9263894.1,ZP3,XP_022527371.2,LOC111193015,1.41e-259,894.0,4.7199999999999996e-260,894.0
32590,KAG9280654.1,CEP83,XP_022527373.2,CEP83,0.0,1105.0,0.0,1105.0
7022,KAG9263895.1,GTPBP1,XP_022527374.1,GTPBP1,0.0,1222.0,0.0,1222.0
7023,KAG9263895.1,GTPBP1,XP_022527377.1,GTPBP1,0.0,1183.0,0.0,1183.0
32602,KAG9280662.1,PRR5,XP_022527378.2,LOC107197522,6.03e-250,862.0,1.9999999999999998e-250,862.0
7021,KAG9263895.1,GTPBP1,XP_022527381.1,GTPBP1,0.0,1227.0,0.0,1227.0
159,KAG9259441.1,KAG9259441.1,XP_022527382.1,LOC103036150,1.78e-178,624.0,5.93e-179,624.0
32611,KAG9280668.1,PLXNC1,XP_022527385.2,PLXNC1,0.0,2387.0,0.0,2387.0
7024,KAG9263896.1,SGSM3,XP_022527387.1,SGSM3,0.0,1498.0,0.0,1498.0
32623,KAG9280669.1,UHRF1BP1L,XP_022527388.2,UHRF1BP1L,0.0,2557.0,0.0,2557.0
7025,KAG9263896.1,SGSM3,XP_022527394.1,SGSM3,0.0,1462.0,0.0,1462.0
32629,KAG9280670.1,ANKS1B,XP_022527395.2,ANKS1B,0.0,2289.0,0.0,2289.0
7027,KAG9263898.1,ELFN2,XP_022527409.1,LOC103045428,0.0,1574.0,0.0,1574.0
32638,KAG9280676.1,GNPTAB,XP_022527419.2,GNPTAB,0.0,2414.0,0.0,2414.0
32643,KAG9280681.1,KAG9280681.1,XP_022527420.2,LOC111193017,6.08e-144,509.0,2.02e-144,509.0
32645,KAG9280683.1,ITFG2,XP_022527421.1,ITFG2,2.22e-255,880.0,7.36e-256,880.0
32649,KAG9280685.1,CAPRIN2,XP_022527422.2,CAPRIN2,0.0,1858.0,0.0,1858.0
7032,KAG9263901.1,NACC1,XP_022527425.1,LOC103025552,1.6300000000000001e-296,1017.0,5.4199999999999994e-297,1017.0
32670,KAG9280696.1,GAS2L3,XP_022527426.2,GAS2L3,0.0,1203.0,0.0,1203.0
32671,KAG9280696.1,GAS2L3,XP_022527427.2,GAS2L3,0.0,1203.0,0.0,1203.0
31745,KAG9280133.1,ASB15,XP_022527429.2,ASB15B,1.05e-241,835.0,3.49e-242,835.0
31747,KAG9280135.1,INTS13,XP_022527430.2,INTS13,0.0,1389.0,0.0,1389.0
31748,KAG9280135.1,INTS13,XP_022527431.2,INTS13,0.0,1373.0,0.0,1373.0
31763,KAG9280146.1,SLC26A5,XP_022527451.2,SLC26A5,0.0,1376.0,0.0,1376.0
31765,KAG9280148.1,PRDM4,XP_022527452.2,PRDM4,0.0,1234.0,0.0,1234.0
31764,KAG9280147.1,PSMC2,XP_022527458.2,PSMC2,1.86e-248,857.0,6.179999999999999e-249,857.0
31771,KAG9280153.1,AKR1B1,XP_022527459.1,LOC103040561,1.1200000000000001e-185,648.0,3.72e-186,648.0
31767,KAG9280149.1,AKR1B1,XP_022527461.2,AKR1B1.2,1.79e-184,644.0,5.93e-185,644.0
31776,KAG9280155.1,GOLT1B,XP_022527462.2,GOLT1BA,9.689999999999999e-68,255.0,3.2199999999999998e-68,255.0
31781,KAG9280160.1,SLC25A3,XP_022527465.1,SLC25A3A,1.62e-214,744.0,5.39e-215,744.0
31783,KAG9280161.1,TMPO,XP_022527467.2,TMPOA,0.0,1144.0,0.0,1144.0
31784,KAG9280162.1,STRAP,XP_022527474.2,LOC111193019,3.35e-168,590.0,1.11e-168,590.0
31785,KAG9280163.1,ETNK1,XP_022527475.2,ETNK1,6.44e-214,742.0,2.1399999999999998e-214,742.0
31787,KAG9280164.1,SOX5,XP_022527476.2,SOX5,0.0,1320.0,0.0,1320.0
31786,KAG9280164.1,SOX5,XP_022527477.2,SOX5,0.0,1324.0,0.0,1324.0
31788,KAG9280164.1,SOX5,XP_022527479.2,SOX5,0.0,1258.0,0.0,1258.0
31789,KAG9280165.1,BCAT1,XP_022527480.1,BCAT1,6.11e-232,802.0,2.03e-232,802.0
31790,KAG9280165.1,BCAT1,XP_022527482.1,BCAT1,4.1000000000000003e-224,776.0,1.31e-224,776.0
31797,KAG9280167.1,CASC1,XP_022527483.2,DNAI7,0.0,1276.0,0.0,1276.0
31800,KAG9280170.1,PARPBP,XP_022527484.2,LOC103042771,0.0,1113.0,0.0,1113.0
31801,KAG9280170.1,PARPBP,XP_022527485.2,LOC103042771,0.0,1108.0,0.0,1108.0
31799,KAG9280169.1,MCH2,XP_022527487.1,PMCH,3.93e-82,303.0,1.2999999999999999e-82,303.0
31802,KAG9280171.1,NUP37,XP_022527488.1,NUP37,1.07e-194,678.0,3.5600000000000004e-195,678.0
31803,KAG9280171.1,NUP37,XP_022527489.1,NUP37,1.07e-194,678.0,3.5600000000000004e-195,678.0
31804,KAG9280171.1,NUP37,XP_022527490.1,NUP37,1.07e-194,678.0,3.5600000000000004e-195,678.0
31806,KAG9280172.1,TH,XP_022527491.2,TH2,1.1199999999999998e-267,921.0,3.6999999999999996e-268,921.0
31807,KAG9280173.1,PAH,XP_022527492.2,PAH,2.19e-261,900.0,7.26e-262,900.0
31810,KAG9280175.1,RECQL,XP_022527495.2,RECQL,0.0,1546.0,0.0,1546.0
31816,KAG9280179.1,KAG9280179.1,XP_022527498.2,EPYC,4.7e-256,883.0,1.6e-256,883.0
31818,KAG9280182.1,ATP2B1,XP_022527499.1,ATP2B1A,0.0,2360.0,0.0,2360.0
31819,KAG9280182.1,ATP2B1,XP_022527500.1,ATP2B1A,0.0,2289.0,0.0,2289.0
31820,KAG9280184.1,KAG9280184.1,XP_022527502.2,MEST,6.51e-205,712.0,2.16e-205,712.0
31822,KAG9280185.1,COPG2,XP_022527503.1,COPG2,0.0,1697.0,0.0,1697.0
7042,KAG9263923.1,ALDH3B1,XP_022527507.2,ALDH3B1,4.1e-276,949.0,1.3600000000000001e-276,949.0
31834,KAG9280191.1,PLXNA4,XP_022527512.2,PLXNA4,0.0,3843.0,0.0,3843.0
31835,KAG9280192.1,KLHDC10,XP_022527513.2,KLHDC10,1.33e-256,884.0,4.4300000000000004e-257,884.0
31836,KAG9280193.1,VNX1,XP_022527515.2,CAX1,0.0,1528.0,0.0,1528.0
31838,KAG9280195.1,TSPAN33,XP_022527517.1,TSPAN33A,3.85e-160,563.0,1.2800000000000001e-160,563.0
31840,KAG9280197.1,KAG9280197.1,XP_022527519.2,CDC123,4.7999999999999994e-188,656.0,1.5999999999999998e-188,656.0
31841,KAG9280198.1,ADIPOR2,XP_022527520.2,ADIPOR2,1.04e-212,738.0,3.4700000000000004e-213,738.0
7043,KAG9263924.1,CLPP,XP_022527524.1,LOC103037558,5.1e-146,516.0,1.69e-146,516.0
31854,KAG9280205.1,OPTN,XP_022527531.2,OPTN,4.2e-263,906.0,1.3999999999999998e-263,906.0
31855,KAG9280205.1,OPTN,XP_022527532.2,OPTN,4.2e-263,906.0,1.3999999999999998e-263,906.0
31856,KAG9280206.1,CCDC3,XP_022527534.1,CCDC3A,4.34e-139,493.0,1.44e-139,493.0
31857,KAG9280207.1,CAMK1D,XP_022527535.2,CAMK1DA,8.39e-236,815.0,2.79e-236,815.0
31862,KAG9280210.1,PNPLA2,XP_022527538.2,PNPLA3,1.56e-281,967.0,5.18e-282,967.0
31864,KAG9280211.1,SULT4A1,XP_022527539.1,SULT4A1,3.7e-166,583.0,1.2300000000000001e-166,583.0
31865,KAG9280212.1,MPPED1,XP_022527540.1,MPPED1,1.3799999999999999e-186,651.0,4.59e-187,651.0
31867,KAG9280213.1,SCUBE1,XP_022527541.1,SCUBE1,0.0,1519.0,0.0,1519.0
31866,KAG9280213.1,SCUBE1,XP_022527542.1,SCUBE1,0.0,1535.0,0.0,1535.0
31868,KAG9280214.1,KAG9280214.1,XP_022527543.2,SAMM50L,1.27e-277,954.0,4.22e-278,954.0
31869,KAG9280215.1,ALDH1L2,XP_022527544.2,ALDH1L2,0.0,1848.0,0.0,1848.0
31873,KAG9280219.1,CHST11,XP_022527545.2,CHST11,1.9e-190,664.0,6.209999999999999e-191,664.0
31872,KAG9280219.1,CHST11,XP_022527546.2,CHST11,1.45e-195,681.0,4.81e-196,681.0
31878,KAG9280223.1,KAG9280223.1,XP_022527549.2,KICS2,1.18e-258,891.0,3.73e-259,891.0
7048,KAG9263927.1,YIPF2,XP_022527550.1,YIPF2,1.8799999999999997e-172,604.0,6.260000000000001e-173,604.0
31879,KAG9280224.1,TMTC1,XP_022527553.1,TMTC1,0.0,1518.0,0.0,1518.0
31882,KAG9280227.1,CD37,XP_022527554.2,SI:CH73-139J3.4,9.4e-221,765.0,3.11e-221,765.0
31888,KAG9280230.1,SHANK3,XP_022527556.2,SHANK3B,0.0,2908.0,0.0,2908.0
31889,KAG9280230.1,SHANK3,XP_022527557.2,SHANK3B,0.0,2908.0,0.0,2908.0
7049,KAG9263928.1,TIMM29,XP_022527558.1,TIMM29,1.99e-139,494.0,6.62e-140,494.0
31890,KAG9280230.1,SHANK3,XP_022527559.2,SHANK3B,0.0,2908.0,0.0,2908.0
31891,KAG9280230.1,SHANK3,XP_022527560.2,SHANK3B,0.0,2908.0,0.0,2908.0
31892,KAG9280230.1,SHANK3,XP_022527561.2,SHANK3B,0.0,2908.0,0.0,2908.0
31900,KAG9280232.1,HSPA14,XP_022527566.2,HSPA14,6.51e-284,975.0,2.16e-284,975.0
31905,KAG9280235.1,TMEM243,XP_022527567.1,TMEM243B,1.78e-67,254.0,5.9199999999999995e-68,254.0
31907,KAG9280236.1,DMTF1,XP_022527568.2,DMTF1,0.0,1242.0,0.0,1242.0
31908,KAG9280237.1,KAG9280237.1,XP_022527570.2,ELAPOR2B,0.0,1961.0,0.0,1961.0
31909,KAG9280237.1,KAG9280237.1,XP_022527571.2,ELAPOR2B,0.0,1954.0,0.0,1954.0
31911,KAG9280239.1,MICAL3B,XP_022527572.2,MICAL3B,0.0,3315.0,0.0,3315.0
31924,KAG9280243.1,SBF1,XP_022527578.2,SBF1,0.0,3746.0,0.0,3746.0
31925,KAG9280243.1,SBF1,XP_022527580.2,SBF1,0.0,3719.0,0.0,3719.0
31926,KAG9280243.1,SBF1,XP_022527581.2,SBF1,0.0,3697.0,0.0,3697.0
31923,KAG9280243.1,SBF1,XP_022527582.2,SBF1,0.0,3760.0,0.0,3760.0
31928,KAG9280243.1,SBF1,XP_022527583.2,SBF1,0.0,3674.0,0.0,3674.0
31927,KAG9280243.1,SBF1,XP_022527584.2,SBF1,0.0,3681.0,0.0,3681.0
31929,KAG9280243.1,SBF1,XP_022527586.2,SBF1,0.0,3608.0,0.0,3608.0
31931,KAG9280245.1,FBH1,XP_022527587.2,FBXO18,0.0,2106.0,0.0,2106.0
31932,KAG9280246.1,GLT8D2,XP_022527588.1,GLT8D2,6.67e-205,712.0,2.29e-205,712.0
31935,KAG9280249.1,NAF1,XP_022527591.2,NAF1,7.509999999999999e-207,719.0,2.4999999999999997e-207,719.0
7053,KAG9263931.1,ZNF207,XP_022527592.2,ZNF207A,2.5e-162,571.0,8.300000000000001e-163,571.0
31939,KAG9280251.1,FLNC,XP_022527593.2,FLNCB,0.0,5387.0,0.0,5387.0
31949,KAG9280257.1,CPED1,XP_022527595.2,CPED1,0.0,1835.0,0.0,1835.0
7054,KAG9263931.1,ZNF207,XP_022527598.2,ZNF207A,2.5e-162,571.0,8.300000000000001e-163,571.0
31946,KAG9280255.1,TSPAN12,XP_022527603.2,TSPAN12,1e-166,585.0,3.32e-167,585.0
7055,KAG9263931.1,ZNF207,XP_022527605.2,ZNF207A,3.35e-154,544.0,1.0500000000000001e-154,544.0
7050,KAG9263929.1,CC2D1A,XP_022527607.2,LOC103036529,5.16e-280,962.0,1.7099999999999999e-280,962.0
33724,KAG9281329.1,KAG9281329.1,XP_022527609.2,LOC111193040,1.45e-69,261.0,4.8100000000000003e-70,261.0
33153,KAG9280970.1,CRIM1,XP_022527612.2,SI:CH73-330K17.3,1.46e-141,501.0,4.84e-142,501.0
33135,KAG9280957.1,HYAL5,XP_022527614.2,LOC103034129,1.2399999999999998e-280,964.0,4.17e-281,964.0
32871,KAG9280814.1,KAG9280814.1,XP_022527615.1,TREX4,7.89e-157,552.0,2.6200000000000002e-157,552.0
30426,KAG9279255.1,KAG9279255.1,XP_022527618.2,LOC111193042,8.63e-172,602.0,2.84e-172,602.0
33305,KAG9281079.1,LYVE1,XP_022527637.2,CD44B,9.540000000000001e-181,632.0,3.24e-181,632.0
7060,KAG9263934.1,SEPTIN9,XP_022527641.1,SEPTIN9A,0.0,1110.0,0.0,1110.0
7062,KAG9263934.1,SEPTIN9,XP_022527647.1,SEPTIN9A,0.0,1069.0,0.0,1069.0
33762,KAG9281344.1,ST3GAL2,XP_022527651.2,LOC103044579,8.57e-191,665.0,2.85e-191,665.0
33761,KAG9281343.1,ST3GAL1,XP_022527652.2,LOC107197271,1.3799999999999999e-189,661.0,4.58e-190,661.0
33759,KAG9281341.1,ST3GAL1,XP_022527654.2,LOC103044001,5.6e-186,649.0,1.86e-186,649.0
7061,KAG9263934.1,SEPTIN9,XP_022527655.1,SEPTIN9A,0.0,1070.0,0.0,1070.0
33729,KAG9281334.1,ST3GAL1,XP_022527657.2,ST3GAL1L3,6.81e-199,692.0,2.25e-199,692.0
33730,KAG9281334.1,ST3GAL1,XP_022527658.2,ST3GAL1L3,6.81e-199,692.0,2.25e-199,692.0
7063,KAG9263934.1,SEPTIN9,XP_022527659.1,SEPTIN9A,0.0,1069.0,0.0,1069.0
33731,KAG9281334.1,ST3GAL1,XP_022527660.2,ST3GAL1L3,6.81e-199,692.0,2.25e-199,692.0
33727,KAG9281332.1,KAG9281332.1,XP_022527661.2,LOC111193067,1.19e-68,258.0,3.97e-69,258.0
33725,KAG9281330.1,CLIC1,XP_022527662.2,CLIC1,3.91e-139,493.0,1.3e-139,493.0
33702,KAG9281310.1,TNIP1,XP_022527667.2,TNIP1,0.0,1068.0,0.0,1068.0
33700,KAG9281309.1,ANXA6,XP_022527670.2,ANXA6,0.0,1284.0,0.0,1284.0
33701,KAG9281309.1,ANXA6,XP_022527672.2,ANXA6,0.0,1270.0,0.0,1270.0
33698,KAG9281307.1,KAG9281307.1,XP_022527676.2,N4BP3,1.1100000000000001e-266,918.0,3.7e-267,918.0
33691,KAG9281302.1,LINGO1,XP_022527681.2,LINGO4A,6.58e-249,859.0,2.1899999999999998e-249,859.0
33688,KAG9281300.1,TMEM65,XP_022527687.1,TMEM65,1.4099999999999998e-119,428.0,5.06e-120,428.0
7067,KAG9263937.1,KAG9263937.1,XP_022527688.2,ZGC:163143,1.9400000000000002e-272,937.0,5.7500000000000005e-273,937.0
33682,KAG9281296.1,MTSS1,XP_022527689.2,LOC103044874,0.0,1355.0,0.0,1355.0
33683,KAG9281296.1,MTSS1,XP_022527690.2,LOC103044874,0.0,1327.0,0.0,1327.0
33678,KAG9281292.1,CARMIL1,XP_022527696.2,LOC103024174,0.0,2648.0,0.0,2648.0
33676,KAG9281291.1,TNFRSF11B,XP_022527697.2,LOC103023864,1e-154,545.0,3.33e-155,545.0
33674,KAG9281290.1,ENPP2,XP_022527698.2,LOC103042532,0.0,1773.0,0.0,1773.0
33675,KAG9281290.1,ENPP2,XP_022527699.2,LOC103042532,0.0,1760.0,0.0,1760.0
33673,KAG9281289.1,DEPTOR,XP_022527700.1,LOC103032643,2.4e-74,277.0,7.96e-75,277.0
33671,KAG9281286.1,ZHX2,XP_022527703.2,LOC103045063,0.0,1516.0,0.0,1516.0
33658,KAG9281276.1,DPY19L4,XP_022527705.2,LOC103027344,0.0,1535.0,0.0,1535.0
33659,KAG9281277.1,SLC4A7,XP_022527707.2,LOC103028288,0.0,2281.0,0.0,2281.0
33657,KAG9281275.1,KAG9281275.1,XP_022527711.2,LOC103041488,7.81e-105,379.0,2.93e-105,379.0
33655,KAG9281273.1,CFAP69,XP_022527713.2,LOC103045474,0.0,1806.0,0.0,1806.0
33654,KAG9281272.1,SFXN1,XP_022527714.1,SFXN1,4.55e-185,646.0,1.51e-185,646.0
7232,KAG9264065.1,PYYA,XP_022527715.1,PYYA,2.52e-48,190.0,8.47e-49,190.0
33648,KAG9281267.1,GABRB2,XP_022527716.1,GABRB2A,0.0,1039.0,0.0,1039.0
33647,KAG9281266.1,ATP10B,XP_022527718.2,ATP10B,0.0,1885.0,0.0,1885.0
33646,KAG9281265.1,ATP7A,XP_022527720.2,ATP7A,0.0,2796.0,0.0,2796.0
7233,KAG9264066.1,MPP2,XP_022527721.2,MPP2A,0.0,1078.0,0.0,1078.0
33640,KAG9281261.1,TRPC3,XP_022527722.2,TRPC3,0.0,1757.0,0.0,1757.0
33642,KAG9281261.1,TRPC3,XP_022527724.2,TRPC3,0.0,1692.0,0.0,1692.0
