,Dmel,a,a2,Ast,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
30162,Drosophila_melanogaster,NP_609920.1,CG10621,Astyanax_mexicanus,XP_022541060.1,ZGC:172121,1.58e-59,229.0,7.18e-60,229.0
30168,Drosophila_melanogaster,NP_609933.1,MIB2,Astyanax_mexicanus,XP_022526498.2,MIB2,3.5e-163,575.0,1.67e-163,575.0
30173,Drosophila_melanogaster,NP_609942.1,CG10700,Astyanax_mexicanus,XP_049326650.1,LOC103040026,7.4e-101,367.0,4.06e-101,367.0
30180,Drosophila_melanogaster,NP_609961.2,CG17544,Astyanax_mexicanus,XP_007248073.3,ACOX3,1.89e-159,562.0,9.56e-160,562.0
30184,Drosophila_melanogaster,NP_609966.1,RAB9,Astyanax_mexicanus,XP_007227765.1,RAB9A,2.05e-52,205.0,7.97e-53,205.0
30206,Drosophila_melanogaster,NP_610022.3,CG10747,Astyanax_mexicanus,XP_007247230.1,PLCXD3,4.63e-39,161.0,2.25e-39,161.0
30210,Drosophila_melanogaster,NP_610026.1,KUA,Astyanax_mexicanus,XP_007249253.1,SI:CH211-212O1.2,4.4599999999999996e-95,347.0,2.01e-95,347.0
30211,Drosophila_melanogaster,NP_610031.1,CG10947,Astyanax_mexicanus,XP_022540684.2,CAMKMT,7.13e-40,164.0,2.97e-40,164.0
30215,Drosophila_melanogaster,NP_610042.1,CG2608,Astyanax_mexicanus,XP_022522114.1,SPAG7,7.73e-30,130.0,3.52e-30,130.0
30232,Drosophila_melanogaster,NP_610057.1,POMP,Astyanax_mexicanus,XP_007259624.1,LOC103028613,3.77e-16,83.6,1.97e-16,83.6
30238,Drosophila_melanogaster,NP_610081.3,CG9265,Astyanax_mexicanus,XP_022534336.2,SDR16C5A,4.7699999999999996e-60,231.0,1.8e-60,231.0
30269,Drosophila_melanogaster,NP_610116.2,AC3,Astyanax_mexicanus,XP_022541047.2,LOC103034748,1.9200000000000002e-194,679.0,8.87e-195,679.0
30277,Drosophila_melanogaster,NP_610120.1,STEP,Astyanax_mexicanus,XP_049324092.1,CYTH1A,7.52e-152,536.0,3.7499999999999998e-152,536.0
30307,Drosophila_melanogaster,NP_610163.1,D4,Astyanax_mexicanus,XP_007231577.2,DPF3,5.94e-60,231.0,2.31e-60,231.0
30325,Drosophila_melanogaster,NP_610182.3,L(2)09851,Astyanax_mexicanus,XP_007256542.3,GRWD1,2.31e-81,302.0,1.14e-81,302.0
30327,Drosophila_melanogaster,NP_610184.2,GP210,Astyanax_mexicanus,XP_022532509.2,NUP210,2.08e-127,457.0,1.03e-127,457.0
30328,Drosophila_melanogaster,NP_610192.1,PNGL,Astyanax_mexicanus,XP_049331984.1,NGLY1,9.529999999999999e-89,327.0,4.9599999999999995e-89,327.0
30329,Drosophila_melanogaster,NP_610196.1,CG14591,Astyanax_mexicanus,XP_007247122.2,LOC103030241,3.4900000000000003e-47,188.0,1.63e-47,188.0
30349,Drosophila_melanogaster,NP_610224.1,CG17266,Astyanax_mexicanus,XP_007248016.2,PPIH,9.490000000000001e-79,292.0,4.53e-79,292.0
30355,Drosophila_melanogaster,NP_610232.1,PHTF,Astyanax_mexicanus,XP_049330253.1,LOC103025055,2.23e-81,303.0,9.48e-82,303.0
30364,Drosophila_melanogaster,NP_610242.1,CORO,Astyanax_mexicanus,XP_022522553.2,CORO1CA,7.57e-154,543.0,3.37e-154,543.0
30375,Drosophila_melanogaster,NP_610264.1,GADD45,Astyanax_mexicanus,XP_049322341.1,LOC125782414,2.03e-08,58.2,9.6e-09,58.2
30378,Drosophila_melanogaster,NP_610266.1,BR140,Astyanax_mexicanus,XP_007260574.3,BRPF1,5.3000000000000006e-179,628.0,2.36e-179,628.0
30386,Drosophila_melanogaster,NP_610285.5,ALDH-III,Astyanax_mexicanus,XP_022524625.2,ALDH3A1,5.110000000000001e-124,444.0,2.2200000000000004e-124,444.0
30393,Drosophila_melanogaster,NP_610294.1,CYT-B5,Astyanax_mexicanus,XP_022525792.2,LOC103032077,1.0400000000000002e-27,122.0,6.0199999999999995e-28,122.0
30394,Drosophila_melanogaster,NP_610296.2,CG1598,Astyanax_mexicanus,XP_007246702.3,GET3,2.91e-130,464.0,1.46e-130,464.0
30396,Drosophila_melanogaster,NP_610299.2,VPS13,Astyanax_mexicanus,XP_007260200.3,VPS13A,0.0,1446.0,0.0,1446.0
30413,Drosophila_melanogaster,NP_610309.1,CG2065,Astyanax_mexicanus,XP_007253598.3,ZGC:112332,2.49e-77,288.0,1.3e-77,288.0
30428,Drosophila_melanogaster,NP_610313.1,MRPL52,Astyanax_mexicanus,XP_022534225.1,MRPL52,3.11e-12,70.5,1.55e-12,70.5
30429,Drosophila_melanogaster,NP_610314.1,CG12107,Astyanax_mexicanus,XP_007233886.1,RAB5IF,7.81e-36,149.0,3.7100000000000004e-36,149.0
30430,Drosophila_melanogaster,NP_610315.1,U2A,Astyanax_mexicanus,XP_022525242.1,SNRPA1,2.54e-59,228.0,1.37e-59,228.0
30445,Drosophila_melanogaster,NP_610339.1,NITO,Astyanax_mexicanus,XP_015456694.3,RBM15,1.39e-98,360.0,7.48e-99,360.0
30446,Drosophila_melanogaster,NP_610341.2,CG8726,Astyanax_mexicanus,XP_007229649.2,PXK,2.77e-102,372.0,1.08e-102,372.0
30448,Drosophila_melanogaster,NP_610342.1,ACC,Astyanax_mexicanus,XP_049331300.1,ACACA,0.0,2810.0,0.0,2810.0
30465,Drosophila_melanogaster,NP_610343.1,NUP44A,Astyanax_mexicanus,XP_007254738.2,SEH1L,1.5600000000000001e-99,362.0,7.94e-100,362.0
30483,Drosophila_melanogaster,NP_610390.1,CYP6A13,Astyanax_mexicanus,XP_022530139.2,LOC107197102,3.77e-58,225.0,1.94e-58,225.0
30494,Drosophila_melanogaster,NP_610401.1,CG8635,Astyanax_mexicanus,XP_007235658.1,ZC3H15,2.27e-97,355.0,1.2e-97,355.0
30523,Drosophila_melanogaster,NP_610431.1,CG8230,Astyanax_mexicanus,XP_022532399.2,DYM,1.41e-139,496.0,6.669999999999999e-140,496.0
30524,Drosophila_melanogaster,NP_610433.1,TOM7,Astyanax_mexicanus,XP_022523798.1,TOMM7,1.8e-09,60.1,9.07e-10,60.1
30532,Drosophila_melanogaster,NP_610455.1,MYS45A,Astyanax_mexicanus,XP_049322514.1,SDAD1,4.7500000000000007e-163,574.0,2.2500000000000002e-163,574.0
30539,Drosophila_melanogaster,NP_610462.3,SHRB,Astyanax_mexicanus,XP_007247962.1,LOC103026801,9.07e-53,206.0,4.38e-53,206.0
30541,Drosophila_melanogaster,NP_610463.2,PRP38,Astyanax_mexicanus,XP_007258404.1,PRPF38A,2.61e-83,308.0,1.22e-83,308.0
30580,Drosophila_melanogaster,NP_610526.1,CG1671,Astyanax_mexicanus,XP_022529114.2,TBL3,3.0799999999999998e-55,216.0,1.78e-55,216.0
30589,Drosophila_melanogaster,NP_610534.3,CG1513,Astyanax_mexicanus,XP_049341999.1,OSBPL9,1.6100000000000001e-195,682.0,7.3699999999999995e-196,682.0
30593,Drosophila_melanogaster,NP_610539.1,CG1418,Astyanax_mexicanus,XP_007250918.3,RABAC1,5.27e-14,77.0,2.55e-14,77.0
30596,Drosophila_melanogaster,NP_610543.1,CG12128,Astyanax_mexicanus,XP_007256611.2,SPOUT1,2.34e-87,322.0,9.04e-88,322.0
30609,Drosophila_melanogaster,NP_610546.1,OYS,Astyanax_mexicanus,XP_007235305.1,MBOAT2B,2.5999999999999997e-95,349.0,8.81e-96,349.0
30614,Drosophila_melanogaster,NP_610551.1,CG1371,Astyanax_mexicanus,XP_007258520.3,NOMO,5.1200000000000004e-161,568.0,2.55e-161,568.0
30615,Drosophila_melanogaster,NP_610554.1,RPLP0-LIKE,Astyanax_mexicanus,XP_007251523.1,MRTO4,2.3400000000000002e-65,248.0,1.08e-65,248.0
30616,Drosophila_melanogaster,NP_610556.1,GEM,Astyanax_mexicanus,XP_022539003.2,UBP1,1.55e-76,287.0,4.47e-77,287.0
30623,Drosophila_melanogaster,NP_610570.1,CAP,Astyanax_mexicanus,XP_049341599.1,SORBS3,6.720000000000001e-47,188.0,3.79e-47,188.0
30629,Drosophila_melanogaster,NP_610575.1,NDG,Astyanax_mexicanus,XP_022518041.2,NID2B,4.23e-54,213.0,1.8e-54,213.0
30638,Drosophila_melanogaster,NP_610591.1,TRSN,Astyanax_mexicanus,XP_007253543.2,TSN,3.68e-55,214.0,1.76e-55,214.0
30648,Drosophila_melanogaster,NP_610600.1,ELP2,Astyanax_mexicanus,XP_022538934.2,ELP2,4.71e-178,624.0,2.42e-178,624.0
30655,Drosophila_melanogaster,NP_610605.1,MAT1,Astyanax_mexicanus,XP_049337378.1,MNAT1,2.5900000000000002e-80,298.0,1.24e-80,298.0
30663,Drosophila_melanogaster,NP_610617.1,CG12343,Astyanax_mexicanus,XP_007238628.1,SYF2,1.11e-56,219.0,5.76e-57,219.0
30664,Drosophila_melanogaster,NP_610618.1,CG12325,Astyanax_mexicanus,XP_022530534.2,PWP2H,8.47e-214,743.0,4.13e-214,743.0
30678,Drosophila_melanogaster,NP_610662.1,CG9067,Astyanax_mexicanus,XP_022520868.1,TRAPPC2L,3.9e-39,160.0,2.08e-39,160.0
30679,Drosophila_melanogaster,NP_610665.2,FBL6,Astyanax_mexicanus,XP_022523088.2,FBXL6,1.51e-46,187.0,6.06e-47,187.0
30683,Drosophila_melanogaster,NP_610676.2,CG12384,Astyanax_mexicanus,XP_007252351.1,LOC103042601,3.54e-11,66.6,1.91e-11,66.6
30685,Drosophila_melanogaster,NP_610679.1,TAPDELTA,Astyanax_mexicanus,XP_022533101.1,SSR4,6.76e-22,103.0,3.38e-22,103.0
30689,Drosophila_melanogaster,NP_610691.1,ROC2,Astyanax_mexicanus,XP_007235681.1,RNF7,1.22e-44,178.0,6.33e-45,178.0
30690,Drosophila_melanogaster,NP_610702.1,CG13192,Astyanax_mexicanus,XP_049326265.1,GNB1L,2.9899999999999998e-34,145.0,1.46e-34,145.0
30694,Drosophila_melanogaster,NP_610719.1,PDS5,Astyanax_mexicanus,XP_049322928.1,PDS5B,2.78e-211,735.0,1.59e-211,735.0
30702,Drosophila_melanogaster,NP_610724.1,CG8888,Astyanax_mexicanus,XP_022529104.1,BDH1,8.559999999999999e-41,167.0,3.93e-41,167.0
30707,Drosophila_melanogaster,NP_610732.1,HEN1,Astyanax_mexicanus,XP_007245500.3,HENMT1,1.13e-35,150.0,5.63e-36,150.0
30710,Drosophila_melanogaster,NP_610735.1,PRP8,Astyanax_mexicanus,XP_007260950.2,PRPF8,0.0,4436.0,0.0,4436.0
30714,Drosophila_melanogaster,NP_610743.2,CYP6G1,Astyanax_mexicanus,XP_022530138.1,LOC107197102,1.57e-60,233.0,7.57e-61,233.0
30718,Drosophila_melanogaster,NP_610746.1,CG8858,Astyanax_mexicanus,XP_049328364.1,ECPAS,2.1299999999999997e-242,839.0,1.02e-242,839.0
30728,Drosophila_melanogaster,NP_610783.1,NUP54,Astyanax_mexicanus,XP_022532406.1,NUP54,1.21e-83,310.0,4.83e-84,310.0
30746,Drosophila_melanogaster,NP_610802.1,SPT4,Astyanax_mexicanus,XP_022521500.1,SUPT4H1,1.05e-37,155.0,5.22e-38,155.0
30747,Drosophila_melanogaster,NP_610805.1,CG8778,Astyanax_mexicanus,XP_015462861.1,AUH,7.22e-88,323.0,3.73e-88,323.0
30758,Drosophila_melanogaster,NP_610817.1,MOS,Astyanax_mexicanus,XP_007231081.1,MOS,1.85e-22,106.0,8.719999999999999e-23,106.0
30762,Drosophila_melanogaster,NP_610829.1,SANS,Astyanax_mexicanus,XP_022527145.1,USH1GA,3.82e-33,142.0,1.73e-33,142.0
30764,Drosophila_melanogaster,NP_610842.1,SPT-I,Astyanax_mexicanus,XP_007255394.2,SPTLC1,5.31e-125,447.0,2.71e-125,447.0
30765,Drosophila_melanogaster,NP_610846.2,CG4627,Astyanax_mexicanus,XP_007241177.1,TMEM186,5.71e-11,67.0,3.19e-11,67.0
30766,Drosophila_melanogaster,NP_610848.1,CG4646,Astyanax_mexicanus,XP_007250710.2,CZIB,1.84e-38,158.0,8.92e-39,158.0
30813,Drosophila_melanogaster,NP_610922.1,CG8067,Astyanax_mexicanus,XP_007238993.2,NDUFAF5,5.1500000000000005e-86,317.0,2.7900000000000003e-86,317.0
30829,Drosophila_melanogaster,NP_610929.2,CG13016,Astyanax_mexicanus,XP_022530564.1,TMEM39A,4.66e-47,188.0,2.51e-47,188.0
30842,Drosophila_melanogaster,NP_610939.2,RPS23,Astyanax_mexicanus,XP_007251538.1,RPS23,5.22e-65,246.0,2.58e-65,246.0
30865,Drosophila_melanogaster,NP_610960.1,DH44-R1,Astyanax_mexicanus,XP_022541923.1,LOC107197140,7.19e-67,254.0,2.9199999999999997e-67,254.0
30867,Drosophila_melanogaster,NP_610963.1,SIN1,Astyanax_mexicanus,XP_022523491.1,MAPKAP1,4.21e-33,142.0,1.92e-33,142.0
30869,Drosophila_melanogaster,NP_610973.3,CG12863,Astyanax_mexicanus,XP_049320523.1,ZCCHC4,3.86e-40,165.0,1.95e-40,165.0
30911,Drosophila_melanogaster,NP_611010.4,PCS,Astyanax_mexicanus,XP_007238865.3,SH3BP5LA,3.14e-48,192.0,1.5e-48,192.0
30918,Drosophila_melanogaster,NP_611022.2,MRPL41,Astyanax_mexicanus,XP_007230154.1,MRPL41,7.32e-09,59.7,2.94e-09,59.7
30920,Drosophila_melanogaster,NP_611032.2,HR51,Astyanax_mexicanus,XP_007228304.1,NR2E3,9.99e-102,370.0,3.62e-102,370.0
30921,Drosophila_melanogaster,NP_611033.2,UNC-5,Astyanax_mexicanus,XP_049323698.1,UNC5A,6.17e-94,345.0,2.54e-94,345.0
30930,Drosophila_melanogaster,NP_611050.1,CG8204,Astyanax_mexicanus,XP_022521481.1,ZNHIT3,1.16e-21,102.0,6.03e-22,102.0
30934,Drosophila_melanogaster,NP_611061.1,TUN,Astyanax_mexicanus,XP_007258905.3,WDYHV1,1.05e-50,199.0,5.1700000000000003e-51,199.0
30940,Drosophila_melanogaster,NP_611070.1,CG8314,Astyanax_mexicanus,XP_007251887.2,ZDHHC3A,6.749999999999999e-94,343.0,3.38e-94,343.0
30957,Drosophila_melanogaster,NP_611095.1,CLU,Astyanax_mexicanus,XP_022526435.1,CLUHA,0.0,1321.0,0.0,1321.0
30969,Drosophila_melanogaster,NP_611121.1,WCD,Astyanax_mexicanus,XP_007230824.3,UTP18,8.32e-49,194.0,3.89e-49,194.0
30972,Drosophila_melanogaster,NP_611143.1,CG5065,Astyanax_mexicanus,XP_049329965.1,SI:DKEY-97M3.1,4.3300000000000005e-129,461.0,1.7600000000000002e-129,461.0
30975,Drosophila_melanogaster,NP_611146.1,PICOT,Astyanax_mexicanus,XP_007252285.3,SLC17A5,2.9e-97,355.0,1.36e-97,355.0
31010,Drosophila_melanogaster,NP_611177.1,NIPP1,Astyanax_mexicanus,XP_007238737.2,PPP1R8A,4.0700000000000003e-75,281.0,1.82e-75,281.0
31017,Drosophila_melanogaster,NP_611206.3,L(2)K01209,Astyanax_mexicanus,XP_049336367.1,SI:CH211-243J20.2,7.930000000000001e-185,646.0,3.79e-185,646.0
31028,Drosophila_melanogaster,NP_611207.1,CG6550,Astyanax_mexicanus,XP_022529489.2,CDKAL1,6.24e-184,643.0,3.15e-184,643.0
31035,Drosophila_melanogaster,NP_611224.1,CG4866,Astyanax_mexicanus,XP_007250689.1,IMP3,3.38e-62,237.0,1.69e-62,237.0
31092,Drosophila_melanogaster,NP_611270.1,CG5033,Astyanax_mexicanus,XP_049331889.1,BOP1,5.87e-207,720.0,2.33e-207,720.0
31100,Drosophila_melanogaster,NP_611290.3,CG5757,Astyanax_mexicanus,XP_007253720.2,DTYMK,1.14e-44,179.0,5.639999999999999e-45,179.0
31113,Drosophila_melanogaster,NP_611300.2,NUP75,Astyanax_mexicanus,XP_022538629.2,NUP85,3.3e-84,312.0,1.59e-84,312.0
31157,Drosophila_melanogaster,NP_611370.2,CYP12B2,Astyanax_mexicanus,XP_022531332.2,LOC103030576,7.04e-48,191.0,3.32e-48,191.0
31165,Drosophila_melanogaster,NP_611373.1,CG15093,Astyanax_mexicanus,XP_049336587.1,HIBADHB,5.51e-74,277.0,2.75e-74,277.0
31174,Drosophila_melanogaster,NP_611385.1,JHEH1,Astyanax_mexicanus,XP_049327189.1,LOC103025013,4.69e-84,311.0,2.32e-84,311.0
31177,Drosophila_melanogaster,NP_611386.2,JHEH2,Astyanax_mexicanus,XP_022540985.2,EPHX5,4.58e-84,311.0,2.3e-84,311.0
31180,Drosophila_melanogaster,NP_611387.1,JHEH3,Astyanax_mexicanus,XP_015460333.2,EPHX1,3.0300000000000004e-79,295.0,1.45e-79,295.0
31182,Drosophila_melanogaster,NP_611396.1,CG15118,Astyanax_mexicanus,XP_022539215.1,ANKRD13D,3.62e-125,448.0,1.76e-125,448.0
31210,Drosophila_melanogaster,NP_611413.2,CG11961,Astyanax_mexicanus,XP_007230682.3,LOC103041279,5.41e-113,408.0,2.7499999999999997e-113,408.0
31211,Drosophila_melanogaster,NP_611415.2,CG9416,Astyanax_mexicanus,XP_007230682.3,LOC103041279,1.68e-114,413.0,8.599999999999999e-115,413.0
31224,Drosophila_melanogaster,NP_611429.1,CG11007,Astyanax_mexicanus,XP_007256166.2,TMX2B,1.06e-55,216.0,5.94e-56,216.0
31254,Drosophila_melanogaster,NP_611469.1,CG16868,Astyanax_mexicanus,XP_007248273.3,CACHD1,3.8299999999999997e-134,479.0,1.6899999999999998e-134,479.0
31255,Drosophila_melanogaster,NP_611471.1,CG11200,Astyanax_mexicanus,XP_007246763.3,DHRSX,7.29e-50,197.0,3.31e-50,197.0
31259,Drosophila_melanogaster,NP_611493.2,HIL,Astyanax_mexicanus,XP_007258647.3,LOC103029872,7.94e-28,125.0,3.6199999999999997e-28,125.0
31269,Drosophila_melanogaster,NP_611508.1,FEM-1,Astyanax_mexicanus,XP_007231252.1,FEM1B,2.9799999999999997e-74,279.0,1.32e-74,279.0
31286,Drosophila_melanogaster,NP_611539.1,CPA,Astyanax_mexicanus,XP_022525990.1,CAPZA1B,9.82e-102,369.0,4.85e-102,369.0
31298,Drosophila_melanogaster,NP_611551.1,MAGI,Astyanax_mexicanus,XP_049327382.1,MAGI1B,1.17e-114,414.0,7.929999999999999e-115,414.0
31366,Drosophila_melanogaster,NP_611597.1,RAE1,Astyanax_mexicanus,XP_007253347.2,RAE1,2.29e-135,481.0,1.2e-135,481.0
31391,Drosophila_melanogaster,NP_611646.1,CG3045,Astyanax_mexicanus,XP_007236408.3,PUS3,4.04e-80,298.0,1.91e-80,298.0
31397,Drosophila_melanogaster,NP_611665.1,RTF1,Astyanax_mexicanus,XP_022540809.1,RTF1,9.81e-82,304.0,4.25e-82,304.0
31400,Drosophila_melanogaster,NP_611675.2,CG4752,Astyanax_mexicanus,XP_022541160.2,OPLAH,0.0,1556.0,0.0,1556.0
31401,Drosophila_melanogaster,NP_611676.1,CG4554,Astyanax_mexicanus,XP_007252784.3,UTP20,3.9e-212,739.0,1.98e-212,739.0
31402,Drosophila_melanogaster,NP_611677.1,CG4610,Astyanax_mexicanus,XP_007235957.3,MTO1,1.35e-167,589.0,6.67e-168,589.0
31413,Drosophila_melanogaster,NP_611685.1,RPS16,Astyanax_mexicanus,XP_007232867.1,RPS16,4.2199999999999997e-67,253.0,2.06e-67,253.0
31419,Drosophila_melanogaster,NP_611691.1,BONSAI,Astyanax_mexicanus,XP_007249683.3,MRPS15,1.01e-13,76.6,4.56e-14,76.6
31422,Drosophila_melanogaster,NP_611695.1,CG2852,Astyanax_mexicanus,XP_049330323.1,PPIB,4.36e-75,280.0,2.27e-75,280.0
31501,Drosophila_melanogaster,NP_611851.1,CG3735,Astyanax_mexicanus,XP_049337557.1,UTP25,4.81e-101,368.0,2.66e-101,368.0
31510,Drosophila_melanogaster,NP_611862.1,MR,Astyanax_mexicanus,XP_007236726.3,ANAPC2,6.95e-130,464.0,3.5e-130,464.0
31511,Drosophila_melanogaster,NP_611865.1,CG3860,Astyanax_mexicanus,XP_015460568.2,OSBPL2A,3.47e-117,421.0,1.7600000000000002e-117,421.0
31542,Drosophila_melanogaster,NP_611922.1,LETM1,Astyanax_mexicanus,XP_007230963.3,LETM1,1.09e-102,374.0,3.9600000000000003e-103,374.0
31549,Drosophila_melanogaster,NP_611924.1,CG4612,Astyanax_mexicanus,XP_049322907.1,MSI2B,2.83e-11,68.6,1.63e-11,68.6
31552,Drosophila_melanogaster,NP_611932.2,CG11414,Astyanax_mexicanus,XP_007247901.3,ZNF598,1.89e-71,270.0,9.87e-72,270.0
31560,Drosophila_melanogaster,NP_611952.1,CG3663,Astyanax_mexicanus,XP_007252507.2,ISOC1,2.94e-39,161.0,1.99e-39,161.0
31562,Drosophila_melanogaster,NP_611955.2,CG4806,Astyanax_mexicanus,XP_007250998.3,RBM28,8.05e-57,221.0,4.8e-57,221.0
31568,Drosophila_melanogaster,NP_611963.5,CG3894,Astyanax_mexicanus,XP_049320648.1,NEURL2,1.16e-36,153.0,4.94e-37,153.0
31581,Drosophila_melanogaster,NP_612003.1,CG7049,Astyanax_mexicanus,XP_007254316.3,SUMF1,1.8900000000000002e-97,355.0,1.04e-97,355.0
31612,Drosophila_melanogaster,NP_612021.1,TUDOR-SN,Astyanax_mexicanus,XP_022527112.1,SND1,1.71e-238,825.0,8.31e-239,825.0
31621,Drosophila_melanogaster,NP_612028.4,CG32344,Astyanax_mexicanus,XP_007254057.2,DDX54,2.1099999999999999e-168,592.0,1.08e-168,592.0
31622,Drosophila_melanogaster,NP_612031.3,PTPMEG,Astyanax_mexicanus,XP_022536208.2,PTPN4A,4.1000000000000005e-192,671.0,1.9300000000000003e-192,671.0
31631,Drosophila_melanogaster,NP_612042.3,CG13893,Astyanax_mexicanus,XP_007250376.3,SEC14L7,2.04e-53,209.0,9.809999999999999e-54,209.0
31636,Drosophila_melanogaster,NP_612044.1,GALE,Astyanax_mexicanus,XP_049319523.1,GALE,1.02e-122,439.0,5.02e-123,439.0
31638,Drosophila_melanogaster,NP_612045.1,CG3402,Astyanax_mexicanus,XP_007240290.1,TAX1BP3,1.71e-15,81.3,8.56e-16,81.3
31658,Drosophila_melanogaster,NP_612081.1,CG9119,Astyanax_mexicanus,XP_007260431.2,C1H11ORF54,5.74e-68,257.0,2.81e-68,257.0
31659,Drosophila_melanogaster,NP_612086.1,PSF1,Astyanax_mexicanus,XP_007240408.1,GINS1,3.1699999999999997e-55,214.0,1.5199999999999999e-55,214.0
31674,Drosophila_melanogaster,NP_620114.3,BUR,Astyanax_mexicanus,XP_022535517.1,GMPS,1.35e-229,795.0,6.77e-230,795.0
31719,Drosophila_melanogaster,NP_647623.1,CG12099,Astyanax_mexicanus,XP_007229396.3,RNF10,7.89e-69,261.0,4.2499999999999997e-69,261.0
31731,Drosophila_melanogaster,NP_647639.1,CG13920,Astyanax_mexicanus,XP_022539378.1,TMEM35,3.26e-22,104.0,1.61e-22,104.0
31733,Drosophila_melanogaster,NP_647643.1,CG7974,Astyanax_mexicanus,XP_007257022.2,C1H9ORF78,4.61e-55,214.0,2.24e-55,214.0
31740,Drosophila_melanogaster,NP_647653.1,OSEG4,Astyanax_mexicanus,XP_007247597.3,WDR35,0.0,1085.0,0.0,1085.0
31747,Drosophila_melanogaster,NP_647661.1,MRPL46,Astyanax_mexicanus,XP_007246212.2,MRPL46,3.5599999999999994e-42,171.0,1.9699999999999998e-42,171.0
31748,Drosophila_melanogaster,NP_647670.3,CG12024,Astyanax_mexicanus,XP_022536693.2,CUEDC1A,9.28e-24,110.0,5.89e-24,110.0
31752,Drosophila_melanogaster,NP_647674.1,TMHS,Astyanax_mexicanus,XP_015462373.1,LHFPL4A,2.92e-41,168.0,1.36e-41,168.0
31758,Drosophila_melanogaster,NP_647679.1,MFAP1,Astyanax_mexicanus,XP_007240805.1,MFAP1,5.32e-69,261.0,2.4299999999999997e-69,261.0
31769,Drosophila_melanogaster,NP_647705.1,OXT,Astyanax_mexicanus,XP_022531815.2,XYLT1,2.8299999999999996e-138,492.0,1.49e-138,492.0
31774,Drosophila_melanogaster,NP_647717.1,CG9004,Astyanax_mexicanus,XP_022522410.2,NOM1,2.4e-97,356.0,1.2e-97,356.0
31791,Drosophila_melanogaster,NP_647748.1,ATG2,Astyanax_mexicanus,XP_049319842.1,ATG2B,1.38e-181,637.0,7.43e-182,637.0
31799,Drosophila_melanogaster,NP_647762.3,SK2,Astyanax_mexicanus,XP_007252205.3,LOC103023393,2.47e-61,236.0,9.98e-62,236.0
31801,Drosophila_melanogaster,NP_647765.1,CG32486,Astyanax_mexicanus,XP_007245727.2,CYHR1,1.1899999999999999e-94,346.0,5.45e-95,346.0
31811,Drosophila_melanogaster,NP_647784.1,CG14966,Astyanax_mexicanus,XP_022539853.2,C10H15ORF40,2.78e-25,114.0,1.63e-25,114.0
31816,Drosophila_melanogaster,NP_647791.2,RPL28,Astyanax_mexicanus,XP_049322532.1,RPL28,8.94e-27,119.0,4.2e-27,119.0
31837,Drosophila_melanogaster,NP_647846.2,CG14985,Astyanax_mexicanus,XP_007255626.1,MITD1,1.39e-35,149.0,7.03e-36,149.0
31849,Drosophila_melanogaster,NP_647860.1,CHD64,Astyanax_mexicanus,XP_007250452.2,CNN3A,9.120000000000001e-29,126.0,7.880000000000001e-29,126.0
31858,Drosophila_melanogaster,NP_647878.1,CG1265,Astyanax_mexicanus,XP_007240796.2,LOC103046133,9.35e-20,96.3,4.24e-20,96.3
31866,Drosophila_melanogaster,NP_647887.1,CG1316,Astyanax_mexicanus,XP_049340672.1,RBM45,6.39e-73,274.0,3.13e-73,274.0
31883,Drosophila_melanogaster,NP_647897.2,DOPECR,Astyanax_mexicanus,XP_015462188.1,GPR52,1.03e-19,96.7,5.86e-20,96.7
31909,Drosophila_melanogaster,NP_647950.1,CG10674,Astyanax_mexicanus,XP_007230063.1,WDR83OS,7.99e-34,142.0,3.87e-34,142.0
31913,Drosophila_melanogaster,NP_647959.1,UEV1A,Astyanax_mexicanus,XP_022526722.1,PEDS1,4.55e-55,213.0,2.28e-55,213.0
31932,Drosophila_melanogaster,NP_647984.1,CG10576,Astyanax_mexicanus,XP_007253393.1,PA2G4A,1.56e-111,402.0,7.73e-112,402.0
31935,Drosophila_melanogaster,NP_647989.2,BRE1,Astyanax_mexicanus,XP_022539193.2,RNF20,3.83e-151,535.0,1.83e-151,535.0
31948,Drosophila_melanogaster,NP_648019.2,CG42269,Astyanax_mexicanus,XP_007230118.2,LOC103025489,6.04e-65,248.0,2.4500000000000002e-65,248.0
31953,Drosophila_melanogaster,NP_648024.2,CG13293,Astyanax_mexicanus,XP_022523480.2,SCAI,8.19e-160,563.0,3.91e-160,563.0
31956,Drosophila_melanogaster,NP_648026.1,CG10467,Astyanax_mexicanus,XP_007240424.2,GALM,2.3e-82,305.0,1.08e-82,305.0
31975,Drosophila_melanogaster,NP_648062.2,CG10077,Astyanax_mexicanus,XP_007252195.1,LOC103046784,1.55e-176,619.0,5.82e-177,619.0
31982,Drosophila_melanogaster,NP_648073.1,CG8641,Astyanax_mexicanus,XP_007232916.1,RASD1,2.0299999999999998e-62,239.0,6.11e-63,239.0
31989,Drosophila_melanogaster,NP_648096.4,UNC-13-4A,Astyanax_mexicanus,XP_022522382.2,BAIAP3,5.72e-164,578.0,2.43e-164,578.0
31991,Drosophila_melanogaster,NP_648100.2,CG8607,Astyanax_mexicanus,XP_007235973.3,ZGC:162297,2.28e-77,288.0,1.1e-77,288.0
31996,Drosophila_melanogaster,NP_648111.1,SEC63,Astyanax_mexicanus,XP_022521069.2,SEC63,1.32e-157,556.0,6.53e-158,556.0
